A,B,Label
算术,部分分式分解,0
极点 (复分析),实数,1
直角三角形,数学,1
平方,代数,1
并集,加法,0
代数式,方根,0
常数函数,数学,1
复平面,平面 (数学),1
实数,距离,0
平方根,定义域,0
数学,几何学,0
数学,一元二次方程,0
开集,函数,0
直角三角形,角,1
负数,整数,0
并集,开集,0
函数,数学,1
代数式,幂,1
平方根,自然对数,0
曲线,数学,1
取整函数,实数,0
直线,多边形,0
全距,反函数,0
矩阵乘法,数,1
数,二项式系数,0
角,度 (角),0
奇函数与偶函数,除法,0
数,E (数学常数),0
圆,单位圆,0
复数 (数学),方程求解,0
指数增长,算术,1
积,数学,1
乘法,笛卡儿符号法则,0
三角学,正弦曲线,0
部分分式分解,数,1
数,负数,0
虚数,数,1
齐次多项式,乘法,1
除法,分配律,0
综合除法,算术,1
子式和余子式,矩阵乘法,0
算术,空和,0
振幅,简谐运动,0
不等,定义域,0
倒数,除法,1
平面 (数学),定向 (几何),0
算术,加法,0
根 (数学),倒数,0
行列式,初等矩阵,0
有理数,除法,0
平方根,数学,1
方块矩阵,虚数,0
斜率,数学,1
函数,自然对数,0
质数,代数基本定理,0
对数,以2为底的对数,0
奇偶性 (数学),科学记数法,0
综合除法,多项式,1
积,乘法,1
点,直角三角形,0
算术,二项式定理,0
单位矩阵,方块矩阵,1
数学公式,数学,1
正弦定理,数学,1
标量乘法,数学,1
角,直角三角形,0
复数 (数学),方根,0
负数,数,1
平方根,复数 (数学),0
函数,三次函数,0
数,自然数,0
笛卡尔坐标系,坐标系,1
几何学,旋转,0
标量乘法,矩阵,0
复数 (数学),一元二次方程,0
函数图形,斜率,0
有理函数,多项式除法,0
定义域,根 (数学),0
几何学,平面曲线,0
标量乘法,向量空间,1
二次函数,函数,1
正弦定理,三角学,1
焦点 (几何),圆锥曲线,0
多边形,三角形,0
数,空集,0
除以零,算术,1
加法,科学记数法,0
数,取整函数,0
有理数,以2为底的对数,0
指数函数,正弦,0
幂,方根,0
部分分式分解,有理函数,0
取整函数,科学记数法,0
倒数,算术,1
数学,数学符号表,0
分段,区间,0
扩展实数线,实数,1
复平面,数学,1
直线,数学,1
几何学,向量场,0
行列式,方块矩阵,1
并集,闭集,0
加法,代数基本定理,0
曲线,几何学,1
相等,一元二次方程,0
垂线测试,函数图形,1
坐标系,极坐标系,0
算术,积空间,0
反三角函数,三角函数,1
笛卡尔坐标系,解析几何,0
相等,方程求解,0
弦 (几何),几何学,1
算术,乘法,0
矩阵,初等矩阵,0
数,积空间,0
因式分解,数学,1
反三角函数,倒数,0
二项式系数,整数,1
方块矩阵,矩阵,1
代数,代数基本定理,0
方块矩阵,平方,0
代数,平方,0
椭圆,数学,1
一次方程,线性方程组,0
线段,数学,1
算术,自然对数,0
复数 (数学),定义域,0
整数,除法,0
椭圆,几何学,1
像 (数学),函数,1
基 (线性代数),数,1
几何学,椭圆,0
多项式除法,函数图形,0
数学,不等,0
性质符号,代数,0
方程,数,1
圆周运动,曲线,1
奇偶性 (数学),数学,1
分母有理化,复数 (数学),0
函数,倒数,0
行列式,向量场,0
数,方程,0
直线,正弦定理,0
数学,割线,0
幂,对数,0
几何学,渐近线,0
几何学,复平面,0
对称,数学,0
矩形,角,1
极值,单射,0
复合函数,定义域,0
函数图形,数学,1
垂线测试,定义域,0
圆,勾股定理,0
以2为底的对数,乘法,1
乘法,部分分式分解,0
代数基本定理,复数 (数学),1
方程,方程组,0
并集,整数,0
乘法,减法,0
数学,平面曲线,0
解析几何,方程,1
复数 (数学),区间,0
斜率,解析几何,0
初等矩阵,主对角线,1
函数图形,解析几何,0
数,笛卡儿符号法则,0
负数,实数,0
加法,减法,0
幂,单位圆,0
正弦定理,多边形,1
直线,向量场,0
多项式除法,数学,1
取整函数,数,1
几何学,坐标系,0
单位圆,几何学,1
坐标系,解析几何,0
加法,实数,0
标量 (数学),标量乘法,0
数学,二次函数,0
功,力,1
数学,扩展实数线,0
乘法,分配律,0
标量乘法,功,0
多项式,二次函数,0
整数,齐次多项式,0
面积,圆锥,0
点积,数,1
数学,数学归纳法,0
多边形,几何学,1
点,三角形,0
整数,方根,0
二次方程,数,1
对数,函数,0
数学符号表,数学,1
相等,不等,0
焦点 (几何),几何学,1
垂线测试,直线,1
直线,曲线,0
幂,复数 (数学),0
正弦,恒等式,0
二次函数,一元二次方程,0
曲线,圆周运动,0
圆锥,直线,1
乘法,因式分解,0
原点,点,1
乘法,指数函数,0
数学,方程,0
乘法,算术,1
几何学,直角三角形,0
位移,力,0
曲线,圆,0
求和符号,数,1
方块矩阵,行列式,0
勾股定理,解析几何,0
函数,函数图形,0
定义域,函数,1
算术平均数,算术,1
对数,乘法,1
取整函数,数学,1
数学,除法,0
根 (数学),函数,1
多项式,综合除法,0
三角形,直线,1
自然对数,数,1
数学,焦点 (几何),0
反三角函数,定义域,0
指数函数,数,1
边 (几何),点,1
子式和余子式,行列式,1
复数 (数学),勾股定理,0
线段,焦点 (几何),0
三次函数,数学,1
多项式,代数式,0
自然数,几何学,0
指数函数,斜率,0
分段,极值,0
二项式定理,数,1
直线,斜率,0
数,除法,0
复合函数,自然数,0
空集,集合 (数学),1
区间,倒数,0
实数,空集,0
直线,线性方程组,0
笛卡尔坐标系,平面 (数学),1
开集,有理数,0
算术,代数基本定理,0
积空间,乘法,1
算术,标量乘法,0
代数基本定理,多项式,1
求和符号,加法,1
几何学,焦点 (几何),0
圆锥,离心率,0
向量空间,标量乘法,0
求和符号,数学,1
单位圆,反三角函数,0
离心率,数学,1
线性方程组,数,1
除法,以2为底的对数,0
方程组,方程,1
笛卡儿符号法则,数学,1
代数基本定理,乘法,1
数学,三角学,0
减法,除法,0
代数,基 (线性代数),0
正弦,实数,0
乘法,积空间,0
相等,参数方程,0
矩阵环,算术,1
平面曲线,数学,1
乘法,奇函数与偶函数,0
直角三角形,三角形,1
圆,扇形,0
垂直,数学,1
矩形,几何学,1
离心率,几何学,1
奇函数与偶函数,定义域,0
指数增长,常用对数,0
多项式,斜率,0
算术,多项式除法,0
坐标系,圆,0
指数函数,函数,1
整数,二次方程,0
部分分式分解,多项式,1
加法,综合除法,0
三角学,三角函数,0
初等矩阵,方块矩阵,1
数,复数 (数学),0
一元二次方程,方程,1
数学,表示式,0
线段,弦 (几何),0
割线,数学,1
数学,代数基本定理,0
取整函数,数学证明,0
平方根,数,1
分体论 (逻辑学),数学,1
多项式,有理数,0
数学,函数极限,0
直线,圆周运动,0
线段,正弦定理,0
相等,微分方程,0
一元二次方程,正弦,0
数学,基 (线性代数),0
对数,整数,0
方程求解,方根,0
自然对数,幂,1
共轭复数,复数 (数学),1
反三角函数,函数,1
斜率,正弦,0
乘法,二项式定理,0
度 (角),几何学,1
多项式,除法,0
实数,有理数,0
极限 (数学),微积分学,1
函数极限,数学,1
数,求和符号,0
原点,数学,1
乘法,代数基本定理,0
实数,线性方程组,0
几何学,弦 (几何),0
直线,平面曲线,0
加法,空和,0
数,减法,0
弦 (几何),线段,1
行列式,矩阵,1
数,共轭复数,0
弦 (几何),圆,1
积,积空间,0
不等,数,1
因式分解,数,1
有理数,集合建构式符号,0
指数函数,自然对数,0
数学,圆锥,0
定向 (几何),平面 (数学),1
集合 (数学),E (数学常数),0
三角换元法,数学,1
平方根,常用对数,0
数,方根,0
减法,不等,0
数学归纳法,实数,0
解析几何,直线,1
乘法,实数,0
实数,绝对值,0
除法,除以零,0
焦点 (几何),数学,1
圆锥,圆,1
复数 (数学),极点 (复分析),0
以2为底的对数,数学,1
幂,乘法,1
正弦定理,角,1
除法,数学,1
因式分解,实数,0
实数,解析几何,0
直线,扇形,0
数学,斜率,0
扇形,多边形,0
扇形,圆,1
齐次多项式,数,1
单位圆,方程,0
数学,数学分析,0
数学,相等,0
曲线,正弦曲线,0
三角换元法,三角学,1
加法,多项式,0
乘法,自然对数,0
复数 (数学),负数,0
数学,象限角,0
数学,以2为底的对数,0
整数,笛卡儿符号法则,0
复数 (数学),E (数学常数),0
空和,数学,1
算术,点积,0
方程求解,方程,1
函数,指数函数,0
二项式系数,算术,1
笛卡儿符号法则,整数,1
乘法,齐次多项式,0
代数基本定理,相等,1
勾股定理,几何学,1
数,指数增长,0
虚数,复数 (数学),1
振幅,奇函数与偶函数,0
行列式,奇偶性 (数学),0
圆周运动,直线,1
幂,正弦,0
直线,垂直,0
周期函数,函数,1
点,边 (几何),0
方程,一次方程,0
标量乘法,算术,1
数学,有理函数,0
代数基本定理,代数,1
实数,极限 (数列),0
垂直,几何学,1
数,一次方程,0
点,数学,1
正弦,三角学,1
数学,极限 (数学),0
极坐标系,数,1
角,正弦定理,0
方程求解,实数,0
有理函数,数学,1
函数,连续函数,0
一元二次方程,数,1
几何学,距离,0
减法,实数,0
圆柱体,几何学,1
数学,代数,0
空和,数,1
加法,复数 (数学),0
数,求和符号,0
指数函数,指数增长,0
二项式系数,数学,1
数,代数方程,0
区间,不等,0
数学,点,0
直线,焦点 (几何),0
叉积,积,1
数学,方程求解,0
多项式除法,综合除法,0
数学,极坐标系,0
数学,二项式定理,0
加法,求和符号,0
二项式定理,乘法,1
圆锥曲线,曲线,1
曲线,平面曲线,0
相等,代数,0
三角形,线段,1
部分分式分解,加法,1
三角函数,三角学,1
平面 (数学),解析几何,0
数学,平方,0
数学分析,数学,1
多项式除法,整数,1
求和符号,数,1
数学证明,数学归纳法,0
算术,求和符号,0
算术,对数,0
数学,平面 (数学),0
实数,虚数,0
对数,幂,1
对数,算术,1
长度,几何学,0
数学,加法,0
数,对数,0
集合 (数学),分配律,0
分母有理化,平方根,0
整数,分配律,0
整数,以2为底的对数,0
多项式,复合函数,0
常用对数,数,1
部分分式分解,综合除法,0
笛卡儿符号法则,乘法,1
除法,倒数,0
极限 (数学),数学,1
解析几何,垂直,1
正弦,反三角函数,0
一元二次方程,有理数,0
复合函数,区间,0
求和符号,算术,1
方程,根 (数学),0
多项式,自然数,0
数学,多项式除法,0
乘法,子式和余子式,0
三角换元法,几何学,1
齐次多项式,整数,1
数,微分方程,0
直线,渐近线,0
直线,笛卡尔坐标系,0
算术,部分分式分解,0
线段,多边形,0
加法,二项式定理,0
指数函数,指数增长,0
数学证明,数学归纳法,0
数学,连续函数,0
数学,渐近线,0
几何学,扇形,0
数学,算术,0
函数,自变量和因变量,0
数,代数,0
数学,正弦曲线,0
几何学,圆,0
算术,空和,0
方程,一次方程,0
多项式除法,综合除法,0
数学,不等,0
相等,不等,0
方程,参数方程,0
加法,齐次多项式,0
函数,函数极限,0
线段,正弦定理,0
方块矩阵,子式和余子式,0
几何学,坐标系,0
数学,正弦,0
数学,极限 (数列),0
算术,幂,0
算术,二次方程,0
乘法,多项式除法,0
正弦,正弦定理,0
数学,一次方程,0
数学,定向 (几何),0
角,垂直,0
数学,代数,0
多边形,直角三角形,0
乘法,二项式系数,0
乘法,倒数,0
标量 (数学),标量乘法,0
数学,圆锥曲线,0
曲线,割线,0
几何学,直角,0
数学,三角矩阵,0
笛卡尔坐标系,解析几何,0
数学,倒数,0
数学,线性方程组,0
算术,自然对数,0
直线,直角三角形,0
数学,对数,0
直线,离心率,0
相等,方程,0
数,指数增长,0
数学,齐次多项式,0
函数,单射,0
微积分学,级数,0
加法,空和,0
算术,点积,0
平方根,代数式,0
多项式,二次方程,0
几何学,原点,0
数学,加法,0
数,对数,0
数,多项式,0
数学,指数函数,0
数学,奇函数与偶函数,0
几何学,三角学,0
方程,二次方程,0
相等,线性方程组,0
几何学,平面曲线,0
向量空间,标量 (数学),0
乘法,部分分式分解,0
数学,矩形,0
矩阵,三角矩阵,0
三角学,反三角函数,0
数学,圆柱体,0
几何学,反三角函数,0
几何学,一次方程,0
几何学,点,0
数学,多项式,0
加法,笛卡儿符号法则,0
数,标量乘法,0
数学,常用对数,0
数,加法,0
点,正弦定理,0
数,以2为底的对数,0
微积分学,函数极限,0
角,笛卡尔坐标系,0
数,复数 (数学),0
数学,几何学,0
向量,位置向量,0
数学,单调函数,0
数学,周期函数,0
函数,指数增长,0
数学,全距,0
几何学,极坐标系,0
数学,基 (线性代数),0
数,方程求解,0
点,三角形,0
多项式,多项式除法,0
数学,代数基本定理,0
数,多项式除法,0
数学,圆锥,0
数,代数方程,0
三角函数,三角换元法,0
多项式,代数式,0
直线,半径,0
乘法,点积,0
数,叉积,0
乘法,标量乘法,0
几何学,圆周运动,0
数学,扇形,0
数,矩阵环,0
数学,参数方程,0
一元二次方程,二次方程,0
算术,积空间,0
数学,表示式,0
数,除法,0
乘法,常用对数,0
整数,综合除法,0
方程,不等,0
数学,相等,0
除法,多项式除法,0
正弦,正弦曲线,0
整数,二项式定理,0
函数,垂线测试,0
幂,指数函数,0
数学,角,0
算术,减法,0
数学,直角,0
平面 (数学),平面曲线,0
数学,一元二次方程,0
线段,边 (几何),0
乘法,多项式,0
平方,平方根,0
数学,自变量和因变量,0
数学,矩阵环,0
乘法,指数函数,0
函数,三次函数,0
数,象限角,0
距离,笛卡尔坐标系,0
数学,根 (数学),0
直线,割线,0
数学,勾股定理,0
数,平方,0
直线,垂直,0
集合 (数学),开集,0
数学,旋转,0
算术,代数式,0
矩阵,子式和余子式,0
几何学,半径,0
几何学,垂线测试,0
多项式,二项式定理,0
直线,平行,0
加法,多项式,0
数学,综合除法,0
曲线,扇形,0
线段,半径,0
直线,一次方程,0
E (数学常数),自然对数,0
实数,虚数,0
数,二进制,0
角,直角,0
加法,矩阵环,0
曲线,椭圆,0
二项式定理,二项式系数,0
直线,边 (几何),0
几何学,三角形,0
整数,多项式,0
垂直,笛卡尔坐标系,0
实数,代数基本定理,0
几何学,圆锥,0
求和符号,空和,0
算术,叉积,0
算术,以2为底的对数,0
算术,积,0
数学,二项式定理,0
数学,三角学,0
曲线,单位圆,0
几何学,直角三角形,0
数学,多边形,0
相等,方程求解,0
函数,奇函数与偶函数,0
直线,圆,0
除法,除以零,0
数学,恒等式,0
几何学,解析几何,0
数,坐标系,0
数学,叉积,0
算术,求和符号,0
实数,绝对值,0
数,笛卡尔坐标系,0
曲线,弦 (几何),0
数,E (数学常数),0
数,幂,0
整数,部分分式分解,0
方程,代数基本定理,0
相等,微分方程,0
平面 (数学),解析几何,0
幂,以2为底的对数,0
矩阵,非奇异方阵,0
积,积空间,0
算术,加法,0
数学,指数增长,0
性质符号,逆元素,0
数学,象限角,0
几何学,线性方程组,0
直线,椭圆,0
算术,矩阵乘法,0
圆,离心率,0
方程,线性方程组,0
直线,单位圆,0
数学,自然对数,0
点,多边形,0
数学,三角形,0
数,乘法,0
函数,复合函数,0
相等,一次方程,0
数学,平方,0
加法,代数式,0
加法,多项式除法,0
数,除以零,0
曲线,渐近线,0
数,一次方程,0
乘法,自然对数,0
相等,一元二次方程,0
平方,代数式,0
相等,解析几何,0
曲线,圆,0
加法,二项式系数,0
对数,自然对数,0
三角学,正弦曲线,0
算术,因式分解,0
方程,微分方程,0
代数,平方根,0
加法,代数基本定理,0
代数,基 (线性代数),0
数,综合除法,0
数学,部分分式分解,0
数,绝对值,0
圆锥,离心率,0
数,极点 (复分析),0
数学,笛卡尔坐标系,0
幂,指数增长,0
函数,分段,0
乘法,二次方程,0
代数,不等,0
数学,平行,0
矩阵,矩阵环,0
相等,方程组,0
数,实数,0
函数,反函数,0
几何学,笛卡尔坐标系,0
数,扩展实数线,0
集合 (数学),闭集,0
加法,求和符号,0
几何学,平面 (数学),0
函数,有理函数,0
圆,圆周运动,0
圆锥曲线,离心率,0
点,半径,0
对数,常用对数,0
数,代数基本定理,0
数,减法,0
角,解析几何,0
数学,算术平均数,0
定义域,根 (数学),0
加法,二次方程,0
几何学,定向 (几何),0
平面 (数学),极坐标系,0
整数,代数式,0
数,参数方程,0
几何学,直线,0
数,积,0
除法,部分分式分解,0
矩阵,初等矩阵,0
数学,方程,0
除法,综合除法,0
矩阵,单位矩阵,0
算术,多项式,0
数,整数,0
几何学,正弦定理,0
数学,减法,0
反函数,反三角函数,0
对数,以2为底的对数,0
数学,反三角函数,0
直线,线段,0
算术,二项式定理,0
正弦,反三角函数,0
直线,平面曲线,0
数学,微分方程,0
圆,圆锥曲线,0
数学,二次方程,0
乘法,因式分解,0
矩阵,主对角线,0
几何学,平行,0
数学,代数方程,0
因式分解,部分分式分解,0
数学,单位圆,0
数学,定义域,0
代数,代数式,0
算术,多项式除法,0
数,笛卡儿符号法则,0
多项式,二项式系数,0
乘法,代数式,0
主对角线,单位矩阵,0
算术,齐次多项式,0
几何学,旋转,0
数学,三角函数,0
数学,除以零,0
几何学,割线,0
几何学,象限角,0
算术,常用对数,0
圆锥,圆锥曲线,0
点,直角三角形,0
数学,代数式,0
函数,单调函数,0
矩阵,矩阵乘法,0
数学,幂,0
相等,参数方程,0
坐标系,解析几何,0
数,自然数,0
数,二项式系数,0
一次方程,线性方程组,0
几何学,正弦,0
数,方程组,0
数学,度 (角),0
数学,反函数,0
点,弦 (几何),0
多项式,齐次多项式,0
整数,代数基本定理,0
算术,指数函数,0
几何学,正弦曲线,0
几何学,渐近线,0
复数 (数学),极点 (复分析),0
三角形,正弦定理,0
曲线,圆锥,0
曲线,离心率,0
算术,除法,0
数,倒数,0
力,简谐运动,0
直线,扇形,0
数学,点积,0
直线,正弦曲线,0
数,解析几何,0
数学,乘法,0
数学,数学归纳法,0
函数,函数图形,0
点,线段,0
直线,弦 (几何),0
直线,曲线,0
直线,线性方程组,0
距离,解析几何,0
数学,单射,0
几何学,圆锥曲线,0
数学,扩展实数线,0
直角,直角三角形,0
相等,代数方程,0
角,度 (角),0
相等,恒等式,0
直线,圆锥曲线,0
数学,解析几何,0
数学,级数,0
几何学,线段,0
几何学,斜率,0
曲线,正弦曲线,0
乘法,矩阵乘法,0
数,代数式,0
坐标系,象限角,0
数学,二次函数,0
极限 (数学),函数极限,0
数学,弦 (几何),0
相等,二次方程,0
函数,以2为底的对数,0
方程,代数方程,0
算术,代数基本定理,0
数学,矩阵乘法,0
乘法,综合除法,0
数学,圆,0
数学,数学证明,0
多边形,三角形,0
实数,复数 (数学),0
数学,边 (几何),0
数学,方程组,0
函数,全距,0
数学,方程求解,0
幂,常用对数,0
几何学,边 (几何),0
整数,二次方程,0
数,共轭复数,0
乘法,指数增长,0
数学,微积分学,0
实数,共轭复数,0
数学,平面 (数学),0
数,积空间,0
几何学,角,0
圆,单位圆,0
算术,笛卡儿符号法则,0
数学,半径,0
集合 (数学),集合建构式符号,0
数学,分段,0
数学,像 (数学),0
角,三角形,0
数,有理数,0
多项式,笛卡儿符号法则,0
数学,极坐标系,0
几何学,复平面,0
单位矩阵,初等矩阵,0
加法,综合除法,0
数学,积空间,0
函数,连续函数,0
线段,直角三角形,0
积,点积,0
数学,区间,0
直线,正弦定理,0
直线,斜率,0
数学,复合函数,0
几何学,三角函数,0
乘法,叉积,0
坐标系,极坐标系,0
性质符号,绝对值,0
数学,求和符号,0
数学,垂线测试,0
数学,圆周运动,0
直线,多边形,0
曲线,平面曲线,0
数学,运算,0
数学,坐标系,0
函数,常数函数,0
实数,极点 (复分析),0
数学,直角三角形,0
代数,平方,0
数学,常数函数,0
平面 (数学),复平面,0
角,直角三角形,0
数学,函数,0
幂,代数式,0
数学,曲线,0
数,矩阵乘法,0
算术,指数增长,0
数学,积,0
数,部分分式分解,0
数,虚数,0
乘法,齐次多项式,0
算术,综合除法,0
除法,倒数,0
数学,平方根,0
数学,斜率,0
多项式,综合除法,0
乘法,积,0
方块矩阵,单位矩阵,0
数学,数学公式,0
数学,正弦定理,0
数学,标量乘法,0
数,负数,0
坐标系,笛卡尔坐标系,0
向量空间,标量乘法,0
函数,二次函数,0
三角学,正弦定理,0
算术,除以零,0
算术,倒数,0
实数,扩展实数线,0
数学,复平面,0
数学,直线,0
方块矩阵,行列式,0
几何学,曲线,0
函数图形,垂线测试,0
三角函数,反三角函数,0
几何学,弦 (几何),0
数学,因式分解,0
整数,二项式系数,0
矩阵,方块矩阵,0
数学,椭圆,0
数学,线段,0
几何学,椭圆,0
函数,像 (数学),0
数,基 (线性代数),0
数,方程,0
曲线,圆周运动,0
数学,奇偶性 (数学),0
角,矩形,0
数学,函数图形,0
乘法,以2为底的对数,0
复数 (数学),代数基本定理,0
方程,解析几何,0
主对角线,初等矩阵,0
多边形,正弦定理,0
数学,多项式除法,0
数,取整函数,0
几何学,单位圆,0
力,功,0
数,点积,0
几何学,多边形,0
数,二次方程,0
数学,数学符号表,0
几何学,焦点 (几何),0
直线,垂线测试,0
直线,圆锥,0
点,原点,0
算术,乘法,0
数,求和符号,0
函数,定义域,0
算术,算术平均数,0
乘法,对数,0
数学,取整函数,0
函数,根 (数学),0
直线,三角形,0
数,自然对数,0
数,指数函数,0
点,边 (几何),0
行列式,子式和余子式,0
数学,三次函数,0
数,二项式定理,0
集合 (数学),空集,0
平面 (数学),笛卡尔坐标系,0
乘法,积空间,0
多项式,代数基本定理,0
加法,求和符号,0
数学,求和符号,0
数学,离心率,0
数,线性方程组,0
方程,方程组,0
数学,笛卡儿符号法则,0
乘法,代数基本定理,0
算术,矩阵环,0
数学,平面曲线,0
三角形,直角三角形,0
数学,垂直,0
几何学,矩形,0
几何学,离心率,0
函数,指数函数,0
多项式,部分分式分解,0
方块矩阵,初等矩阵,0
方程,一元二次方程,0
数学,割线,0
数,平方根,0
数学,分体论 (逻辑学),0
幂,自然对数,0
复数 (数学),共轭复数,0
函数,反三角函数,0
几何学,度 (角),0
微积分学,极限 (数学),0
数学,函数极限,0
数学,原点,0
线段,弦 (几何),0
矩阵,行列式,0
圆,弦 (几何),0
数,不等,0
数,因式分解,0
平面 (数学),定向 (几何),0
数学,三角换元法,0
直线,解析几何,0
数学,焦点 (几何),0
圆,圆锥,0
数学,以2为底的对数,0
乘法,幂,0
角,正弦定理,0
数学,除法,0
圆,扇形,0
数,齐次多项式,0
三角学,三角换元法,0
数学,空和,0
方程,方程求解,0
算术,二项式系数,0
整数,笛卡儿符号法则,0
相等,代数基本定理,0
几何学,勾股定理,0
复数 (数学),虚数,0
直线,圆周运动,0
函数,周期函数,0
算术,标量乘法,0
代数,代数基本定理,0
几何学,垂直,0
数学,点,0
三角学,正弦,0
数,极坐标系,0
数学,有理函数,0
数,一元二次方程,0
几何学,圆柱体,0
数,空和,0
数学,二项式系数,0
积,叉积,0
乘法,二项式定理,0
曲线,圆锥曲线,0
线段,三角形,0
加法,部分分式分解,0
三角学,三角函数,0
数学,数学分析,0
整数,多项式除法,0
数,求和符号,0
幂,对数,0
算术,对数,0
数,常用对数,0
乘法,笛卡儿符号法则,0
数学,极限 (数学),0
垂直,解析几何,0
算术,求和符号,0
几何学,三角换元法,0
整数,齐次多项式,0
渐近线,几何学,1
渐近线,数学,1
笛卡尔坐标系,几何学,1
笛卡尔坐标系,数学,1
部分分式分解,数学,1
多边形,直线,1
多边形,点,1
多边形,几何学,1
多边形,数学,1
二项式定理,数学,1
二项式定理,数,1
二项式定理,算术,1
指数增长,数学,1
指数增长,幂,1
指数增长,乘法,1
指数增长,算术,1
指数增长,数,1
指数增长,函数,1
数学归纳法,数学,1
扇形,数学,1
自变量和因变量,数学,1
圆,数学,1
空和,数学,1
一次方程,相等,1
一次方程,数学,1
一次方程,数,1
综合除法,乘法,1
综合除法,多项式,1
综合除法,数,1
综合除法,除法,1
综合除法,加法,1
综合除法,算术,1
综合除法,数学,1
综合除法,整数,1
不等,数学,1
参数方程,相等,1
参数方程,数学,1
参数方程,数,1
齐次多项式,数学,1
齐次多项式,数,1
齐次多项式,算术,1
函数极限,数学,1
正弦定理,直线,1
正弦定理,点,1
正弦定理,几何学,1
正弦定理,数学,1
子式和余子式,矩阵,1
坐标系,数学,1
幂,数学,1
二次方程,数学,1
多项式除法,数,1
多项式除法,数学,1
多项式除法,算术,1
正弦定理,数学,1
正弦定理,几何学,1
正弦定理,三角学,1
垂直,数学,1
垂直,几何学,1
直角三角形,线段,1
直角三角形,数学,1
直角三角形,点,1
直角三角形,直线,1
直角三角形,几何学,1
二项式系数,数,1
二项式系数,数学,1
二项式系数,算术,1
倒数,数,1
倒数,数学,1
倒数,算术,1
标量乘法,向量空间,1
割线,直线,1
割线,数学,1
割线,几何学,1
直角,数学,1
解析几何,直线,1
解析几何,角,1
解析几何,距离,1
解析几何,垂直,1
解析几何,数,1
解析几何,数学,1
解析几何,几何学,1
解析几何,坐标系,1
解析几何,平面 (数学),1
自然对数,数学,1
直角三角形,几何学,1
直角三角形,数学,1
离心率,几何学,1
离心率,数学,1
方程,数学,1
单射,数学,1
级数,数学,1
空和,数学,1
空和,数,1
空和,算术,1
点积,数学,1
代数式,平方,1
代数式,代数,1
代数式,数学,1
代数式,数,1
二次方程,数,1
二次方程,数学,1
二次方程,乘法,1
二次方程,加法,1
二次方程,整数,1
二次方程,算术,1
原点,数学,1
三角学,数学,1
二次方程,相等,1
二次方程,数学,1
二次方程,数,1
线性方程组,数学,1
平面曲线,数学,1
部分分式分解,数,1
部分分式分解,数学,1
部分分式分解,算术,1
反三角函数,几何学,1
反三角函数,数学,1
反三角函数,数学,1
一次方程,数学,1
点,数学,1
笛卡儿符号法则,数学,1
笛卡儿符号法则,数,1
笛卡儿符号法则,算术,1
正弦定理,几何学,1
正弦定理,数学,1
函数极限,数学,1
笛卡尔坐标系,数学,1
笛卡尔坐标系,几何学,1
指数增长,数学,1
极坐标系,数学,1
三角形,几何学,1
三角形,数学,1
多项式除法,数,1
多项式除法,数学,1
多项式除法,乘法,1
多项式除法,加法,1
多项式除法,整数,1
多项式除法,算术,1
三角换元法,数学,1
三角换元法,几何学,1
三角换元法,三角学,1
代数式,数,1
代数式,数学,1
代数式,乘法,1
代数式,加法,1
代数式,整数,1
代数式,算术,1
半径,几何学,1
半径,数学,1
点积,数,1
点积,数学,1
点积,算术,1
标量乘法,数,1
标量乘法,数学,1
标量乘法,算术,1
圆周运动,数学,1
二次方程,数学,1
二次方程,相等,1
二次方程,方程,1
二次方程,数,1
积空间,数学,1
常用对数,数,1
常用对数,数学,1
常用对数,算术,1
综合除法,数,1
不等,相等,1
不等,数学,1
不等,数,1
多项式除法,数,1
多项式除法,算术,1
多项式除法,数学,1
正弦曲线,数学,1
正弦曲线,几何学,1
正弦曲线,三角学,1
二项式定理,数,1
垂线测试,数学,1
指数函数,算术,1
指数函数,数,1
指数函数,数学,1
指数函数,乘法,1
减法,数学,1
平面曲线,几何学,1
平面曲线,数学,1
边 (几何),直线,1
边 (几何),点,1
边 (几何),几何学,1
边 (几何),数学,1
多项式,数,1
多项式,数学,1
多项式,算术,1
平方根,数,1
平方根,数学,1
平方根,代数,1
指数函数,数,1
指数函数,数学,1
指数函数,算术,1
三次函数,数学,1
割线,几何学,1
割线,数学,1
垂直,几何学,1
垂直,数学,1
代数式,数学,1
半径,数学,1
垂线测试,数学,1
二项式定理,数,1
二项式定理,数学,1
二项式定理,乘法,1
二项式定理,加法,1
二项式定理,整数,1
二项式定理,算术,1
平行,几何学,1
平行,数学,1
多项式,数学,1
多项式,数,1
多项式,算术,1
扇形,直线,1
扇形,数学,1
扇形,几何学,1
半径,直线,1
半径,点,1
半径,几何学,1
半径,数学,1
一次方程,几何学,1
一次方程,数学,1
自然对数,数,1
虚数,数,1
直角,数学,1
直角,几何学,1
矩阵环,数学,1
矩阵环,数,1
矩阵环,算术,1
椭圆,直线,1
椭圆,数学,1
椭圆,几何学,1
二项式系数,加法,1
二项式系数,整数,1
二项式系数,多项式,1
二项式系数,数学,1
二项式系数,算术,1
二项式系数,数,1
二项式系数,乘法,1
边 (几何),几何学,1
边 (几何),数学,1
三角形,数学,1
多项式,数,1
笛卡尔坐标系,角,1
笛卡尔坐标系,直线,1
笛卡尔坐标系,数学,1
笛卡尔坐标系,几何学,1
代数基本定理,数,1
圆锥,数学,1
空和,数学,1
空和,加法,1
空和,数,1
空和,算术,1
