A,B,Label
贝氏网路,机率密度函数,1
贝氏网路,条件概率,1
随机森林,机率密度函数,1
朴素贝叶斯分类器,条件概率,1
朴素贝叶斯分类器,机率密度函数,1
数据挖掘,数据分析,1
数据挖掘,相关,1
数据挖掘,算术平均数,1
数据挖掘,标准差,1
AdaBoost,机器学习,1
AdaBoost,机率密度函数,1
AdaBoost,联合分布,1
AdaBoost,集成学习,1
AdaBoost,联合分布,1
AdaBoost,机率密度函数,1
支持向量机,机率密度函数,1
贝氏网路,条件概率分布,1
贝氏网路,条件概率,1
贝氏网路,机率密度函数,1
司徒顿t检定,样本,1
司徒顿t检定,总体,1
司徒顿t检定,虚无假说,1
司徒顿t检定,标准差,1
司徒顿t检定,信赖区间,1
K-平均算法,机率密度函数,1
数据挖掘,标准差,1
数据挖掘,算术平均数,1
数据挖掘,相关,1
数据挖掘,数据分析,1
数据挖掘,聚类分析,1
异常检测,算术平均数,1
异常检测,标准差,1
决策树剪枝,机率密度函数,1
决策树剪枝,统计分类,1
决策树剪枝,条件概率,1
贝氏网路,联合分布,1
贝氏网路,机率密度函数,1
线性回归,算术平均数,1
条件独立,条件概率,1
条件独立,机率密度函数,1
贝氏网路,最大似然估计,1
贝氏网路,条件概率分布,1
贝氏网路,似然函数,1
贝氏网路,条件概率,1
贝氏网路,机率密度函数,1
主成分分析,算术平均数,1
主成分分析,标准差,1
人工神经网络,联合分布,1
人工神经网络,机率密度函数,1
最大似然估计,条件概率分布,1
最大似然估计,条件概率,1
最大似然估计,机率密度函数,1
假说检定,样本,1
假说检定,总体,1
假说检定,标准差,1
最大似然估计,条件概率,1
最大似然估计,机率密度函数,1
模糊聚类,算术平均数,1
模糊聚类,标准差,1
F-score,样本,1
F-score,总体,1
F-score,虚无假说,1
F-score,标准差,1
F-score,信赖区间,1
F-score,样本,1
F-score,总体,1
F-score,标准差,1
朴素贝叶斯分类器,似然函数,1
朴素贝叶斯分类器,条件概率分布,1
朴素贝叶斯分类器,条件概率,1
朴素贝叶斯分类器,机率密度函数,1
模糊聚类,数据分析,1
模糊聚类,相关,1
模糊聚类,算术平均数,1
模糊聚类,标准差,1
最大期望算法,条件概率,1
最大期望算法,机率密度函数,1
泊松回归,条件概率,1
泊松回归,机率密度函数,1
数据挖掘,总体,1
机器学习,机率密度函数,1
朴素贝叶斯分类器,条件概率分布,1
朴素贝叶斯分类器,条件概率,1
朴素贝叶斯分类器,机率密度函数,1
数据挖掘,样本,1
数据挖掘,总体,1
数据挖掘,标准差,1
贝氏网路,机率密度函数,1
朴素贝叶斯分类器,条件概率分布,1
朴素贝叶斯分类器,条件概率,1
朴素贝叶斯分类器,机率密度函数,1
泊松回归,条件概率分布,1
泊松回归,条件概率,1
泊松回归,机率密度函数,1
显著性差异,样本,1
显著性差异,总体,1
显著性差异,虚无假说,1
显著性差异,标准差,1
显著性差异,信赖区间,1
数据挖掘,条件概率,1
测量尺度,算术平均数,1
测量尺度,中位数,1
测量尺度,众数 (数学),1
异常检测,数据分析,1
异常检测,相关,1
异常检测,算术平均数,1
异常检测,标准差,1
显著性差异,总体,1
F-score,虚无假说,1
F-score,信赖区间,1
F-score,总体,1
F-score,标准差,1
F-score,假说检定,1
F-score,样本,1
决策树学习,统计分类,1
决策树学习,条件概率,1
最大期望算法,条件概率分布,1
最大期望算法,条件概率,1
最大期望算法,机率密度函数,1
最小二乘法,算术平均数,1
泊松回归,算术平均数,1
数据挖掘,算术平均数,1
数据挖掘,标准差,1
朴素贝叶斯分类器,算术平均数,1
朴素贝叶斯分类器,标准差,1
随机森林,联合分布,1
随机森林,机率密度函数,1
贝氏网路,似然函数,1
贝氏网路,条件概率分布,1
贝氏网路,条件概率,1
贝氏网路,机率密度函数,1
型一错误与型二错误,样本,1
型一错误与型二错误,总体,1
型一错误与型二错误,虚无假说,1
型一错误与型二错误,标准差,1
型一错误与型二错误,信赖区间,1
OPTICS,数据分析,1
OPTICS,相关,1
OPTICS,算术平均数,1
OPTICS,标准差,1
反向传播算法,机率密度函数,1
前馈神经网络,联合分布,1
前馈神经网络,机率密度函数,1
型一错误与型二错误,总体,1
决策树学习,机率密度函数,1
后验概率,条件概率,1
后验概率,机率密度函数,1
前馈神经网络,统计分类,1
前馈神经网络,机器学习,1
前馈神经网络,机率密度函数,1
前馈神经网络,联合分布,1
朴素贝叶斯分类器,联合分布,1
朴素贝叶斯分类器,机率密度函数,1
人工神经网络,机率密度函数,1
朴素贝叶斯分类器,机率密度函数,1
