A,B,Label
点,内角和外角,0
三角函数,半径,0
棱柱,圆柱体,0
直线,点,1
四边形,梯形,0
凸多边形,顶点 (几何),1
反射 (数学),垂直,0
点,垂直,0
圆柱体,球面,0
边 (几何),几何学,1
点,七边形,0
顶点 (几何),十二边形,0
直线,斜率,0
梯形,点,1
五边形,星形多边形,0
平行四边形,几何学,1
角平分线定理,角,1
鹞形,几何学,1
多边形,十边形,0
缩放,相似 (几何),0
三角形,中点,0
笛卡尔坐标系,平面 (数学),1
角,坡度,0
点,坡度,0
直角三角形,正方形,0
圆,弧长,0
异面直线,平面 (数学),1
三角不等式,多边形,1
六边形,多边形,1
棱柱,面 (几何),1
点,勾股定理,0
边 (几何),棱锥,0
线段,星形多边形,0
对称,旋转,0
角,菱形,0
圆柱体,圆锥,0
勾股数,边 (几何),1
几何学,内角和外角,0
中点,几何学,1
凸多边形,密铺,0
中点,顶点 (几何),0
几何学,圆周,0
矩形,几何学,1
多边形,特殊直角三角形,0
二维空间,六边形,0
角,直径,0
几何学,共线 (几何),0
对角线,直线,1
中点,距离,0
直线,垂直,0
几何学,镜面反射 (数学),0
点,直角,0
垂直,对角线,0
中点,圆,0
密铺,对称,0
切线,坡度,0
平行四边形,三角形,0
直线,十一边形,0
面 (几何),几何学,1
旋转,平移,0
特殊直角三角形,边 (几何),1
凸多边形,等腰三角形,0
八边形,顶点 (几何),1
线段,弦 (几何),0
三角形,顶点 (几何),1
正三角形,镜面反射 (数学),0
正三角形,六边形,0
几何学,九边形,0
特殊直角三角形,角,1
三角形,四边形,0
平行,球面,0
多边形,三角函数,0
线段,正弦,0
角,鹞形,0
弧长,角,0
二维空间,笛卡尔坐标系,0
矩形,凸多边形,0
边 (几何),棱柱,0
正三角形,边 (几何),1
顶点 (几何),八边形,0
斜率,正弦,0
正方形,距离,0
距离,平行,0
反射 (数学),距离,0
勾股数,点,1
多边形,三角不等式,0
共线 (几何),圆,0
特殊直角三角形,多边形,1
菱形,点,1
圆柱体,截面 (几何),0
几何学,多面体,0
十一边形,点,1
九边形,边 (几何),1
凸多边形,线段,1
坡度,斜率,1
旋转,圆,0
对角线,矩形,0
四边形,鹞形,0
圆周,勾股定理,0
几何学,弦 (几何),0
几何学,凸多边形,0
比例系数,距离,0
内角和外角,凸多边形,0
弦 (几何),线段,1
弦 (几何),圆,1
对称,反射 (数学),0
异面直线,几何学,1
直径,圆,1
直角三角形,勾股定理,0
密铺,几何学,1
直线,星形多边形,0
直角三角形,矩形,0
几何学,七边形,0
角,棱锥,0
七边形,直线,1
斜率,角,0
圆锥,圆,1
鹞形,线段,1
矩形,镜面反射 (数学),0
角平分线定理,顶点 (几何),1
弦 (几何),弧长,0
平行,矩形,0
十二边形,星形多边形,0
八边形,多边形,1
垂直,平面 (数学),0
特殊直角三角形,中点,0
中点,凸多边形,0
线段,平行四边形,0
多边形,角平分线定理,0
中点,垂直,0
反射 (数学),旋转,1
等腰三角形,点,1
几何学,外角定理,0
三角形,特殊直角三角形,0
外角定理,多边形,1
垂直,直角三角形,0
对角线,菱形,0
线段,正方形,0
点,棱柱,0
勾股定理,几何学,1
等腰三角形,直线,1
顶点 (几何),球面,0
平行四边形,点,1
弧长,多边形,0
梯形,三角形,0
正弦,顶点 (几何),1
多边形,全等,0
线段,对角线,0
棱锥,点,1
边 (几何),平行四边形,0
角,五边形,0
棱锥,多边形,1
中点,对称,0
点,三角函数,0
垂直,点,1
垂直,几何学,1
反射 (数学),镜面反射 (数学),0
特殊直角三角形,三角函数,0
半径,垂直,0
菱形,多面体,0
线段,三角不等式,0
多面体,星形多边形,0
平行四边形,正方形,0
直角三角形,边 (几何),1
几何学,距离,0
圆柱体,几何学,1
线段,中点,0
三角形,菱形,0
线段,弧长,0
三角形,内角和外角,0
角平分线定理,内角和外角,0
星形多边形,多边形,1
十边形,顶点 (几何),1
二维空间,正三角形,0
内角和外角,几何学,1
反三角函数,正弦,1
反三角函数,顶点 (几何),1
正方形,凸多边形,0
外角定理,直线,1
直角三角形,特殊直角三角形,0
鹞形,矩形,0
梯形,对角线,0
正三角形,点,1
多边形,切线,0
顶点 (几何),切线,0
三角形,线段,1
平行四边形,中点,0
对称,圆,0
坐标系,半径,0
顶点 (几何),菱形,0
平移,几何学,1
弧长,球面,0
凸多边形,直线,1
反三角函数,圆,0
顶点 (几何),凸多边形,0
多边形,正弦,0
线段,圆,0
几何学,异面直线,0
六边形,直线,1
共线 (几何),直线,1
九边形,多边形,1
多面体,球面,0
角,平行四边形,0
棱锥,顶点 (几何),1
三角不等式,点,1
菱形,角,1
六边形,点,1
边 (几何),正三角形,0
特殊直角三角形,几何学,1
斜率,三角函数,0
三角函数,割线,0
顶点 (几何),多面体,0
几何学,等腰三角形,0
正方形,菱形,0
平行四边形,四边形,1
切线,顶点 (几何),1
边 (几何),五边形,0
三角形,平行四边形,0
镜面反射 (数学),旋转,1
直径,圆周,0
角,点,1
正弦,反三角函数,0
直径,勾股定理,0
平行四边形,顶点 (几何),1
多边形,边 (几何),1
平行,棱柱,0
相似 (几何),几何学,1
边 (几何),九边形,0
直线,笛卡尔坐标系,0
线段,多边形,0
几何学,坡度,0
几何学,同心 (几何),0
直角,特殊直角三角形,0
勾股定理,勾股数,0
几何学,圆,0
直角三角形,勾股数,0
平面 (数学),二维空间,0
角,十二边形,0
几何学,坐标系,0
角,平行四边形,0
角,鹞形,0
几何学,凸多边形,0
边 (几何),五边形,0
角,垂直,0
点,矩形,0
半径,直径,0
边 (几何),菱形,0
多边形,直角三角形,0
直线,镜面反射 (数学),0
平行四边形,菱形,0
直线,三角函数,0
距离,弧长,0
顶点 (几何),菱形,0
几何学,直角,0
三角函数,正弦,0
线段,反三角函数,0
角,正三角形,0
点,中点,0
几何学,梯形,0
几何学,多面体,0
点,多面体,0
几何学,截面 (几何),0
几何学,正三角形,0
线段,八边形,0
线段,直径,0
直线,多面体,0
边 (几何),十边形,0
相似 (几何),自相似,0
直线,边 (几何),0
反射 (数学),镜面反射 (数学),0
点,角平分线定理,0
顶点 (几何),星形多边形,0
点,凸多边形,0
直线,勾股数,0
几何学,镜面反射 (数学),0
二维空间,笛卡尔坐标系,0
线段,特殊直角三角形,0
点,五边形,0
多边形,勾股数,0
几何学,角平分线定理,0
线段,九边形,0
几何学,反三角函数,0
几何学,点,0
几何学,等腰三角形,0
角,勾股数,0
点,镜面反射 (数学),0
线段,平行四边形,0
几何学,菱形,0
角,笛卡尔坐标系,0
直线,正三角形,0
直线,梯形,0
顶点 (几何),全等,0
几何学,对称,0
多边形,七边形,0
直线,直径,0
多边形,矩形,0
角,多边形,0
直线,棱柱,0
边 (几何),对角线,0
点,三角形,0
直线,三角不等式,0
几何学,十二边形,0
直线,十一边形,0
线段,十边形,0
点,边 (几何),0
点,勾股定理,0
直线,半径,0
角,凸多边形,0
三角形,切线,0
边 (几何),七边形,0
顶点 (几何),矩形,0
点,旋转,0
线段,菱形,0
四边形,鹞形,0
点,顶点 (几何),0
线段,正弦,0
边 (几何),切线,0
直线,棱锥,0
点,二维空间,0
圆,弧长,0
线段,棱柱,0
角,六边形,0
顶点 (几何),多面体,0
几何学,半径,0
点,平行,0
平行,棱柱,0
边 (几何),角平分线定理,0
点,对角线,0
多边形,十边形,0
几何学,勾股数,0
直角,勾股数,0
几何学,全等,0
三角形,角平分线定理,0
顶点 (几何),勾股数,0
几何学,三角不等式,0
线段,等腰三角形,0
距离,笛卡尔坐标系,0
几何学,直径,0
线段,中点,0
直线,割线,0
多边形,多面体,0
点,十二边形,0
角,坡度,0
角,棱锥,0
边 (几何),正弦,0
顶点 (几何),等腰三角形,0
直线,垂直,0
垂直,角平分线定理,0
顶点 (几何),五边形,0
多边形,切线,0
点,共线 (几何),0
线段,全等,0
点,直径,0
边 (几何),正方形,0
多边形,棱柱,0
直线,菱形,0
角,反三角函数,0
直线,平行,0
三角形,特殊直角三角形,0
角,十边形,0
线段,半径,0
线段,角平分线定理,0
角,外角定理,0
角,直角,0
几何学,七边形,0
中点,角平分线定理,0
几何学,三角形,0
线段,十一边形,0
线段,星形多边形,0
垂直,笛卡尔坐标系,0
多边形,五边形,0
顶点 (几何),十一边形,0
线段,内角和外角,0
平面 (数学),坐标系,0
角,多面体,0
顶点 (几何),特殊直角三角形,0
直线,斜率,0
几何学,圆锥,0
角,星形多边形,0
平行,平行四边形,0
三角形,直角三角形,0
角,对角线,0
几何学,直角三角形,0
顶点 (几何),边 (几何),0
角,九边形,0
直线,矩形,0
直角,正方形,0
角,五边形,0
对称,镜面反射 (数学),0
边 (几何),外角定理,0
直线,十边形,0
顶点 (几何),九边形,0
圆,球面,0
点,七边形,0
几何学,六边形,0
边 (几何),棱锥,0
平面 (数学),截面 (几何),0
几何学,顶点 (几何),0
直线,全等,0
点,九边形,0
角,旋转,0
点,笛卡尔坐标系,0
线段,三角不等式,0
点,十边形,0
对称,旋转,0
线段,勾股定理,0
几何学,外角定理,0
点,外角定理,0
四边形,矩形,0
点,多边形,0
边 (几何),三角形,0
点,切线,0
对称,反射 (数学),0
几何学,棱锥,0
直线,四边形,0
三角函数,切线,0
顶点 (几何),鹞形,0
平面 (数学),密铺,0
多边形,正三角形,0
平行,正方形,0
三角形,反三角函数,0
线段,三角函数,0
直线,特殊直角三角形,0
多边形,菱形,0
直线,异面直线,0
直线,正弦,0
边 (几何),八边形,0
三角形,外角定理,0
点,坡度,0
多边形,十一边形,0
直线,十二边形,0
弦 (几何),直径,0
边 (几何),四边形,0
边 (几何),矩形,0
点,反射 (数学),0
线段,十二边形,0
点,反三角函数,0
边 (几何),内角和外角,0
几何学,二维空间,0
点,八边形,0
直线,八边形,0
点,直角,0
多边形,十二边形,0
多面体,棱柱,0
多边形,内角和外角,0
几何学,平面 (数学),0
边 (几何),三角不等式,0
角,三角不等式,0
直角三角形,特殊直角三角形,0
直线,星形多边形,0
点,星形多边形,0
角,正方形,0
几何学,直线,0
直线,角平分线定理,0
直线,角,0
直线,正方形,0
多边形,全等,0
矩形,正方形,0
平行,异面直线,0
直线,线段,0
角,三角函数,0
直角三角形,勾股定理,0
边 (几何),全等,0
几何学,平行,0
线段,正方形,0
三角形,等腰三角形,0
多边形,正方形,0
多边形,凸多边形,0
直线,直角,0
几何学,旋转,0
顶点 (几何),正三角形,0
顶点 (几何),勾股定理,0
直线,鹞形,0
线段,七边形,0
顶点 (几何),六边形,0
几何学,割线,0
四边形,菱形,0
点,直角三角形,0
比例系数,缩放,0
边 (几何),等腰三角形,0
边 (几何),多面体,0
几何学,正方形,0
线段,外角定理,0
线段,勾股数,0
几何学,正弦,0
角,切线,0
直角,矩形,0
点,弦 (几何),0
边 (几何),勾股定理,0
对称,自相似,0
点,正弦,0
边 (几何),凸多边形,0
点,鹞形,0
直线,反射 (数学),0
顶点 (几何),内角和外角,0
几何学,反射 (数学),0
几何学,笛卡尔坐标系,0
多边形,角平分线定理,0
圆,圆柱体,0
线段,多面体,0
曲线,弧长,0
点,三角函数,0
边 (几何),星形多边形,0
点,线段,0
直线,弦 (几何),0
边 (几何),鹞形,0
三角形,三角不等式,0
顶点 (几何),四边形,0
直线,中点,0
几何学,十一边形,0
几何学,自相似,0
直角,直角三角形,0
角,八边形,0
几何学,曲线,0
几何学,线段,0
直线,切线,0
直线,内角和外角,0
几何学,斜率,0
几何学,棱柱,0
顶点 (几何),三角不等式,0
直线,五边形,0
内角和外角,外角定理,0
线段,六边形,0
点,全等,0
直线,九边形,0
多边形,四边形,0
线段,正三角形,0
直线,勾股定理,0
边 (几何),十一边形,0
多边形,三角形,0
角,反射 (数学),0
角,等腰三角形,0
直线,直角三角形,0
边 (几何),棱柱,0
平行四边形,正方形,0
点,内角和外角,0
角,镜面反射 (数学),0
多边形,勾股定理,0
顶点 (几何),三角函数,0
几何学,角,0
角,四边形,0
边 (几何),六边形,0
线段,矩形,0
几何学,弧长,0
顶点 (几何),直角三角形,0
顶点 (几何),外角定理,0
几何学,星形多边形,0
角,三角形,0
点,半径,0
点,正方形,0
几何学,对角线,0
直线,旋转,0
多边形,等腰三角形,0
几何学,共线 (几何),0
三角形,正三角形,0
顶点 (几何),多边形,0
多边形,正弦,0
几何学,九边形,0
顶点 (几何),十二边形,0
点,异面直线,0
点,斜率,0
边 (几何),反三角函数,0
线段,直角三角形,0
面 (几何),多面体,0
直线,平行四边形,0
几何学,五边形,0
几何学,圆周,0
几何学,三角函数,0
角,勾股定理,0
多边形,对角线,0
线段,四边形,0
对称,平移,0
直线,多边形,0
角,内角和外角,0
点,特殊直角三角形,0
线段,五边形,0
多边形,平行四边形,0
多边形,鹞形,0
线段,切线,0
圆,曲线,0
角,直角三角形,0
角,棱柱,0
平行,矩形,0
几何学,四边形,0
点,四边形,0
直线,坡度,0
直角,勾股定理,0
几何学,八边形,0
二维空间,坐标系,0
顶点 (几何),正方形,0
边 (几何),十二边形,0
角,正弦,0
几何学,切线,0
坐标系,笛卡尔坐标系,0
顶点 (几何),棱柱,0
角,全等,0
边 (几何),平行四边形,0
多边形,三角函数,0
顶点 (几何),七边形,0
线段,棱锥,0
三角函数,反三角函数,0
边 (几何),三角函数,0
几何学,弦 (几何),0
点,坐标系,0
几何学,十边形,0
线段,边 (几何),0
四边形,正方形,0
角,梯形,0
角,七边形,0
平行四边形,矩形,0
圆,半径,0
角,矩形,0
三角形,勾股定理,0
几何学,球面,0
平行,菱形,0
三角形,勾股数,0
角,十一边形,0
点,割线,0
直线,反三角函数,0
点,棱柱,0
几何学,多边形,0
圆,圆周,0
多边形,反三角函数,0
顶点 (几何),对角线,0
线段,对角线,0
三角形,三角函数,0
直线,三角形,0
三角形,正弦,0
点,直线,0
顶点 (几何),凸多边形,0
几何学,边 (几何),0
点,梯形,0
几何学,平行四边形,0
角,角平分线定理,0
几何学,鹞形,0
平面 (数学),笛卡尔坐标系,0
平面 (数学),异面直线,0
多边形,三角不等式,0
多边形,六边形,0
面 (几何),棱柱,0
边 (几何),勾股数,0
几何学,中点,0
几何学,矩形,0
直线,对角线,0
几何学,面 (几何),0
边 (几何),特殊直角三角形,0
顶点 (几何),八边形,0
顶点 (几何),三角形,0
角,特殊直角三角形,0
边 (几何),正三角形,0
点,勾股数,0
多边形,特殊直角三角形,0
点,菱形,0
点,十一边形,0
边 (几何),九边形,0
线段,凸多边形,0
斜率,坡度,0
线段,弦 (几何),0
圆,弦 (几何),0
几何学,异面直线,0
圆,直径,0
几何学,密铺,0
直线,七边形,0
圆,圆锥,0
线段,鹞形,0
顶点 (几何),角平分线定理,0
多边形,八边形,0
旋转,反射 (数学),0
点,等腰三角形,0
多边形,外角定理,0
几何学,勾股定理,0
直线,等腰三角形,0
点,平行四边形,0
顶点 (几何),正弦,0
点,棱锥,0
多边形,棱锥,0
点,垂直,0
几何学,垂直,0
边 (几何),直角三角形,0
几何学,圆柱体,0
多边形,星形多边形,0
顶点 (几何),十边形,0
几何学,内角和外角,0
正弦,反三角函数,0
顶点 (几何),反三角函数,0
直线,外角定理,0
点,正三角形,0
线段,三角形,0
几何学,平移,0
直线,凸多边形,0
直线,六边形,0
直线,共线 (几何),0
多边形,九边形,0
顶点 (几何),棱锥,0
点,三角不等式,0
角,菱形,0
点,六边形,0
几何学,特殊直角三角形,0
四边形,平行四边形,0
顶点 (几何),切线,0
旋转,镜面反射 (数学),0
点,角,0
顶点 (几何),平行四边形,0
边 (几何),多边形,0
几何学,相似 (几何),0
笛卡尔坐标系,几何学,1
笛卡尔坐标系,点,1
多边形,直线,1
多边形,点,1
多边形,几何学,1
特殊直角三角形,几何学,1
特殊直角三角形,角,1
特殊直角三角形,点,1
特殊直角三角形,直线,1
勾股数,点,1
勾股数,线段,1
勾股数,直角三角形,1
勾股数,顶点 (几何),1
勾股数,边 (几何),1
勾股数,直线,1
勾股数,多边形,1
勾股数,角,1
勾股数,直角,1
勾股数,三角形,1
勾股数,几何学,1
勾股数,多边形,1
勾股数,三角形,1
勾股数,几何学,1
勾股数,点,1
勾股数,直角,1
勾股数,直线,1
勾股数,顶点 (几何),1
勾股数,线段,1
勾股数,角,1
勾股数,边 (几何),1
二维空间,几何学,1
十二边形,直线,1
十二边形,几何学,1
十二边形,点,1
平行四边形,直线,1
平行四边形,几何学,1
平行四边形,点,1
鹞形,直线,1
鹞形,几何学,1
鹞形,点,1
五边形,直线,1
五边形,点,1
五边形,顶点 (几何),1
五边形,线段,1
五边形,几何学,1
垂直,直线,1
垂直,几何学,1
垂直,点,1
矩形,几何学,1
直径,直线,1
直径,几何学,1
直径,线段,1
直径,点,1
直径,圆,1
菱形,直线,1
菱形,点,1
菱形,顶点 (几何),1
菱形,线段,1
菱形,几何学,1
直角三角形,线段,1
直角三角形,角,1
直角三角形,点,1
直角三角形,顶点 (几何),1
直角三角形,直线,1
直角三角形,几何学,1
直角三角形,边 (几何),1
镜面反射 (数学),几何学,1
镜面反射 (数学),点,1
菱形,角,1
菱形,线段,1
菱形,平行,1
菱形,直线,1
菱形,多边形,1
菱形,边 (几何),1
菱形,几何学,1
菱形,点,1
菱形,四边形,1
菱形,顶点 (几何),1
三角函数,几何学,1
三角函数,点,1
菱形,点,1
菱形,几何学,1
正弦,直线,1
正弦,线段,1
正弦,角,1
正弦,点,1
正弦,顶点 (几何),1
正弦,几何学,1
正弦,多边形,1
正弦,边 (几何),1
正弦,三角形,1
反三角函数,直线,1
反三角函数,点,1
反三角函数,几何学,1
正三角形,直线,1
正三角形,几何学,1
正三角形,点,1
中点,几何学,1
多面体,几何学,1
八边形,直线,1
八边形,点,1
八边形,几何学,1
直径,直线,1
直径,点,1
直径,几何学,1
多面体,几何学,1
多面体,点,1
十边形,直线,1
十边形,点,1
十边形,顶点 (几何),1
十边形,线段,1
十边形,几何学,1
自相似,几何学,1
边 (几何),几何学,1
边 (几何),点,1
镜面反射 (数学),对称,1
镜面反射 (数学),点,1
镜面反射 (数学),直线,1
镜面反射 (数学),几何学,1
镜面反射 (数学),角,1
镜面反射 (数学),旋转,1
角平分线定理,几何学,1
星形多边形,点,1
星形多边形,几何学,1
凸多边形,几何学,1
勾股数,几何学,1
勾股数,点,1
笛卡尔坐标系,平面 (数学),1
笛卡尔坐标系,点,1
笛卡尔坐标系,几何学,1
特殊直角三角形,直线,1
特殊直角三角形,点,1
特殊直角三角形,几何学,1
五边形,几何学,1
勾股数,线段,1
勾股数,角,1
勾股数,点,1
勾股数,顶点 (几何),1
勾股数,直线,1
勾股数,几何学,1
勾股数,边 (几何),1
九边形,直线,1
九边形,点,1
九边形,几何学,1
勾股数,直线,1
勾股数,几何学,1
勾股数,点,1
镜面反射 (数学),几何学,1
平行四边形,直线,1
平行四边形,点,1
平行四边形,几何学,1
笛卡尔坐标系,直线,1
笛卡尔坐标系,几何学,1
笛卡尔坐标系,点,1
正三角形,几何学,1
正三角形,点,1
梯形,几何学,1
梯形,点,1
全等,点,1
全等,几何学,1
七边形,线段,1
七边形,角,1
七边形,点,1
七边形,顶点 (几何),1
七边形,直线,1
七边形,几何学,1
七边形,边 (几何),1
直径,几何学,1
直径,点,1
矩形,线段,1
矩形,角,1
矩形,点,1
矩形,顶点 (几何),1
矩形,直线,1
矩形,几何学,1
矩形,边 (几何),1
多边形,直线,1
多边形,几何学,1
多边形,点,1
棱柱,几何学,1
棱柱,点,1
对角线,直线,1
对角线,点,1
对角线,顶点 (几何),1
对角线,线段,1
对角线,几何学,1
三角形,几何学,1
三角不等式,几何学,1
三角不等式,点,1
十一边形,几何学,1
十一边形,点,1
十边形,直线,1
十边形,点,1
十边形,几何学,1
边 (几何),几何学,1
勾股定理,几何学,1
半径,几何学,1
半径,点,1
凸多边形,直线,1
凸多边形,几何学,1
凸多边形,点,1
切线,点,1
切线,几何学,1
切线,边 (几何),1
切线,多边形,1
切线,角,1
切线,直线,1
切线,顶点 (几何),1
切线,线段,1
七边形,直线,1
七边形,点,1
七边形,顶点 (几何),1
七边形,线段,1
七边形,几何学,1
矩形,点,1
矩形,几何学,1
旋转,几何学,1
菱形,直线,1
菱形,点,1
菱形,几何学,1
鹞形,直线,1
鹞形,边 (几何),1
鹞形,顶点 (几何),1
鹞形,多边形,1
鹞形,角,1
鹞形,线段,1
鹞形,几何学,1
鹞形,点,1
顶点 (几何),几何学,1
正弦,直线,1
正弦,点,1
正弦,几何学,1
切线,直线,1
切线,点,1
切线,顶点 (几何),1
切线,线段,1
切线,几何学,1
棱锥,几何学,1
棱锥,点,1
二维空间,几何学,1
弧长,几何学,1
棱柱,直线,1
棱柱,点,1
棱柱,几何学,1
六边形,直线,1
六边形,几何学,1
六边形,点,1
多面体,点,1
多面体,几何学,1
平行,几何学,1
棱柱,点,1
棱柱,直线,1
棱柱,几何学,1
角平分线定理,直线,1
角平分线定理,点,1
角平分线定理,顶点 (几何),1
角平分线定理,线段,1
角平分线定理,几何学,1
对角线,几何学,1
十边形,线段,1
十边形,角,1
十边形,点,1
十边形,顶点 (几何),1
十边形,直线,1
十边形,几何学,1
十边形,边 (几何),1
勾股数,几何学,1
勾股数,角,1
勾股数,点,1
勾股数,直线,1
角平分线定理,点,1
角平分线定理,几何学,1
角平分线定理,边 (几何),1
角平分线定理,多边形,1
角平分线定理,角,1
角平分线定理,直线,1
角平分线定理,顶点 (几何),1
角平分线定理,线段,1
勾股数,点,1
勾股数,几何学,1
等腰三角形,直线,1
等腰三角形,点,1
等腰三角形,几何学,1
中点,直线,1
中点,点,1
中点,几何学,1
割线,几何学,1
割线,点,1
多面体,线段,1
多面体,角,1
多面体,点,1
多面体,顶点 (几何),1
多面体,直线,1
多面体,几何学,1
多面体,边 (几何),1
十二边形,几何学,1
坡度,直线,1
坡度,几何学,1
坡度,点,1
棱锥,直线,1
棱锥,几何学,1
棱锥,点,1
正弦,直线,1
正弦,点,1
正弦,顶点 (几何),1
正弦,线段,1
正弦,几何学,1
等腰三角形,点,1
等腰三角形,几何学,1
垂直,几何学,1
垂直,点,1
角平分线定理,角,1
角平分线定理,直线,1
角平分线定理,点,1
角平分线定理,几何学,1
五边形,点,1
五边形,几何学,1
切线,线段,1
切线,角,1
切线,点,1
切线,顶点 (几何),1
切线,直线,1
切线,几何学,1
切线,边 (几何),1
共线 (几何),几何学,1
全等,直线,1
全等,点,1
全等,几何学,1
直径,几何学,1
正方形,直线,1
正方形,点,1
正方形,顶点 (几何),1
正方形,线段,1
正方形,几何学,1
棱柱,线段,1
棱柱,角,1
棱柱,点,1
棱柱,顶点 (几何),1
棱柱,直线,1
棱柱,几何学,1
棱柱,边 (几何),1
菱形,几何学,1
菱形,点,1
反三角函数,直线,1
反三角函数,几何学,1
反三角函数,点,1
平行,几何学,1
平行,点,1
特殊直角三角形,点,1
特殊直角三角形,几何学,1
特殊直角三角形,边 (几何),1
特殊直角三角形,多边形,1
特殊直角三角形,角,1
特殊直角三角形,直线,1
特殊直角三角形,顶点 (几何),1
特殊直角三角形,线段,1
十边形,直线,1
十边形,几何学,1
十边形,点,1
半径,直线,1
半径,点,1
半径,几何学,1
角平分线定理,直线,1
角平分线定理,点,1
角平分线定理,几何学,1
外角定理,直线,1
外角定理,几何学,1
外角定理,点,1
直角,直线,1
直角,几何学,1
直角,点,1
角平分线定理,点,1
角平分线定理,线段,1
角平分线定理,直线,1
角平分线定理,几何学,1
十一边形,直线,1
十一边形,点,1
十一边形,几何学,1
星形多边形,直线,1
星形多边形,点,1
星形多边形,几何学,1
笛卡尔坐标系,角,1
笛卡尔坐标系,直线,1
笛卡尔坐标系,点,1
笛卡尔坐标系,几何学,1
五边形,线段,1
五边形,角,1
五边形,点,1
五边形,顶点 (几何),1
五边形,直线,1
五边形,几何学,1
五边形,边 (几何),1
十一边形,点,1
十一边形,几何学,1
内角和外角,直线,1
内角和外角,点,1
内角和外角,几何学,1
坐标系,几何学,1
多面体,直线,1
多面体,几何学,1
多面体,点,1
特殊直角三角形,点,1
特殊直角三角形,几何学,1
斜率,几何学,1
斜率,点,1
星形多边形,直线,1
星形多边形,几何学,1
星形多边形,点,1
平行四边形,点,1
平行四边形,直线,1
平行四边形,几何学,1
直角三角形,点,1
直角三角形,几何学,1
直角三角形,边 (几何),1
直角三角形,多边形,1
直角三角形,角,1
直角三角形,直线,1
直角三角形,顶点 (几何),1
直角三角形,线段,1
对角线,直线,1
对角线,几何学,1
对角线,点,1
边 (几何),点,1
边 (几何),几何学,1
九边形,直线,1
九边形,几何学,1
九边形,点,1
矩形,几何学,1
矩形,点,1
正方形,几何学,1
正方形,角,1
正方形,点,1
正方形,直线,1
五边形,直线,1
五边形,几何学,1
五边形,点,1
镜面反射 (数学),几何学,1
外角定理,直线,1
外角定理,点,1
外角定理,顶点 (几何),1
外角定理,线段,1
外角定理,几何学,1
十边形,几何学,1
十边形,点,1
九边形,点,1
九边形,几何学,1
球面,几何学,1
七边形,几何学,1
棱锥,直线,1
棱锥,点,1
棱锥,顶点 (几何),1
棱锥,线段,1
棱锥,几何学,1
截面 (几何),几何学,1
全等,几何学,1
全等,点,1
九边形,几何学,1
旋转,直线,1
旋转,几何学,1
旋转,点,1
笛卡尔坐标系,几何学,1
三角不等式,直线,1
三角不等式,点,1
三角不等式,几何学,1
十边形,几何学,1
旋转,几何学,1
勾股定理,直线,1
勾股定理,点,1
勾股定理,几何学,1
外角定理,几何学,1
矩形,直线,1
矩形,边 (几何),1
矩形,顶点 (几何),1
矩形,多边形,1
矩形,角,1
矩形,线段,1
矩形,几何学,1
矩形,点,1
多边形,几何学,1
三角形,直线,1
三角形,点,1
三角形,顶点 (几何),1
三角形,线段,1
三角形,几何学,1
切线,几何学,1
反射 (数学),几何学,1
四边形,几何学,1
四边形,点,1
切线,直线,1
切线,线段,1
切线,角,1
切线,点,1
切线,顶点 (几何),1
切线,几何学,1
切线,多边形,1
切线,边 (几何),1
切线,三角形,1
鹞形,点,1
鹞形,几何学,1
密铺,几何学,1
正三角形,线段,1
正三角形,角,1
正三角形,点,1
正三角形,顶点 (几何),1
正三角形,直线,1
正三角形,几何学,1
正三角形,边 (几何),1
正方形,点,1
正方形,直线,1
正方形,几何学,1
反三角函数,点,1
反三角函数,几何学,1
反三角函数,边 (几何),1
反三角函数,多边形,1
反三角函数,角,1
反三角函数,直线,1
反三角函数,顶点 (几何),1
反三角函数,线段,1
三角函数,直线,1
三角函数,点,1
三角函数,几何学,1
特殊直角三角形,几何学,1
特殊直角三角形,点,1
菱形,线段,1
菱形,角,1
菱形,点,1
菱形,顶点 (几何),1
菱形,直线,1
菱形,几何学,1
菱形,边 (几何),1
异面直线,几何学,1
异面直线,点,1
正弦,几何学,1
正弦,点,1
八边形,直线,1
八边形,点,1
八边形,顶点 (几何),1
八边形,线段,1
八边形,几何学,1
外角定理,点,1
外角定理,几何学,1
外角定理,边 (几何),1
外角定理,多边形,1
外角定理,角,1
外角定理,直线,1
外角定理,顶点 (几何),1
外角定理,线段,1
坡度,几何学,1
十一边形,线段,1
十一边形,角,1
十一边形,点,1
十一边形,顶点 (几何),1
十一边形,直线,1
十一边形,几何学,1
十一边形,边 (几何),1
十二边形,几何学,1
十二边形,点,1
直径,点,1
直径,直线,1
直径,几何学,1
直径,线段,1
直径,圆,1
四边形,直线,1
四边形,点,1
四边形,顶点 (几何),1
四边形,线段,1
四边形,几何学,1
矩形,直线,1
矩形,点,1
矩形,顶点 (几何),1
矩形,线段,1
矩形,几何学,1
反射 (数学),几何学,1
十二边形,直线,1
十二边形,点,1
十二边形,几何学,1
反三角函数,几何学,1
内角和外角,直线,1
内角和外角,点,1
内角和外角,顶点 (几何),1
内角和外角,线段,1
内角和外角,几何学,1
八边形,几何学,1
八边形,几何学,1
八边形,点,1
直角,几何学,1
十二边形,线段,1
十二边形,角,1
十二边形,点,1
十二边形,顶点 (几何),1
十二边形,直线,1
十二边形,几何学,1
十二边形,边 (几何),1
