A,B,Label
强度 (物理),电场,0
速度,相对速度,0
万有引力定律,行星,0
电磁辐射,电子,1
磁,温度,0
加速度,力,1
物理学,力,0
波峰,振幅,0
电流,发射光谱,0
能量,功,0
硬度,塑性变形,1
力,重力加速度,0
电势能,势能,1
场 (物理),电势,0
驻波,物理学,1
音强,强度 (物理),1
相对速度,惯性参考系,0
力,加速度,0
质量,引力,0
距离,波长,0
折射望远镜,波长,0
勒萨吉重力理论,距离,1
望远镜,折射望远镜,0
向量,电势,0
能量,千克,0
材料力学,弹性 (物理学),1
重力加速度,距离,1
弹性碰撞,力,1
电势,场 (物理),1
光电效应,力,0
场 (物理),电磁波谱,0
物理学,加速度,0
欧姆,功率,0
摩擦力,碰撞,0
功,电势能,0
物理学,速率,0
声爆,温度,0
磁场,折射率,0
介电质,折射率,0
磁场,力,1
场 (物理),速度,0
重力加速度,引力场,0
向量,电势能,0
电子,波长,0
磁铁,指南针,0
磁铁,距离,0
功,位移,1
自由落体,加速度,1
势能,电势,0
功,能量,1
能量,反射 (物理学),0
势能,千克,0
折射,频率,0
运动 (物理学),功,0
速度,力,0
力,电磁波谱,0
发射光谱,波,1
加速度,声爆,0
光电效应,激光器,0
电子,力,0
力,自由落体,0
胡克定律,米 (单位),0
干涉 (物理学),折射率,0
功,电势,0
地球引力,加速度,1
虚像 (光学),光,1
速率,向量,0
运动 (物理学),位移,0
静电学,场 (物理),1
磁场,电磁辐射,0
重力加速度,速度,1
摩擦力,向量,0
位置向量,重力加速度,0
波,激波,0
电子,温度,0
折射,传输介质,0
位移,相对速度,0
横波,电磁波谱,0
质量,力,0
赫兹,乐音,0
折射,波长,0
运动方程,向量,1
惯性参考系,运动 (物理学),1
电子,激光器,0
能量,电磁波谱,0
折射,物理学,1
勒萨吉重力理论,物理学,1
镜像 (几何),光,1
万有引力定律,场 (物理),0
音强,力,1
力,摩擦力,0
频率,赫兹,0
电场,静电学,0
硬度,物理学,1
运动 (物理学),物理学,1
吸收光谱学,波,1
磁场,电子,0
势能,距离,1
力矩,米 (单位),0
波峰,几何光学,0
功率,音强,0
电流表,米 (单位),0
能级,频率,0
电势,功,1
质量,力矩,0
弹性碰撞,质量,1
运动方程,加速度,1
声爆,距离,0
吸收光谱学,物理学,1
能量,波,0
物理学,质量,0
力,电动势,0
光电效应,能量,1
折射率,米 (单位),0
音强,功率,1
发射光谱,库仑定律,1
电场,电动势,0
力,波,0
力,行星,0
力,引力场,0
干涉 (物理学),望远镜,0
速度,加速度,0
光,虚像 (光学),0
加速度,参考系,0
干涉 (物理学),物理学,1
静电学,距离,1
激光器,光学显微镜,0
场 (物理),电势能,0
速率,自由落体,0
能量,速度,0
速率,勒萨吉重力理论,0
参考系,力,0
电子,光,0
力,强度 (物理),0
力,场 (物理),0
地球引力,位置向量,1
绝缘体,静电学,0
加速度,位置向量,1
强度 (物理),电磁辐射,0
电阻,距离,0
激波,折射,0
激波,距离,1
力,电势能,0
几何光学,全内反射,0
塑性变形,物理学,1
电势能,功,1
电阻,电流,1
磁场,场 (物理),1
色素,光,0
力,功,0
射线,虚像 (光学),0
颜色,色素,0
弹性 (物理学),物理学,1
声爆,长度,0
万有引力常数,力,1
振幅,色散 (光学),0
运动方程,物理学,1
电磁辐射,折射,0
光,发射光谱,0
磁场,电动势,0
音强,能量,1
物理学,地球引力,0
位置向量,机械能,0
加速度,电子,0
距离,静电学,0
运动 (物理学),重力加速度,0
质量,正向力,0
电动势,欧姆定律,0
电压表,电势,0
电势能,焦耳,0
色散 (光学),波长,0
电势,距离,1
断裂,光,0
摩擦力,动能,0
横波,射线,0
磁场,场线,0
参考系,物理学,1
万有引力常数,引力,1
材料力学,塑性变形,1
物理学,力矩,0
万有引力定律,引力,1
光电效应,电子,1
牛顿运动定律,运动方程,0
运动 (物理学),自由落体,0
电阻,电压,1
运动 (物理学),参考系,0
光,惯性参考系,0
速度,运动 (物理学),1
金属疲劳,物理学,1
色散 (光学),长度,0
发射光谱,能级,1
引力场,场 (物理),1
力,电磁辐射,0
碰撞,力,1
强度 (物理),光电效应,0
频率,电磁波谱,0
焦耳,动能,0
功率,力,1
驻波,干涉 (物理学),1
电阻,力,0
牛顿运动定律,惯性参考系,0
向量,正向力,0
位移,重力加速度,0
摩擦力,引力,0
电子,库仑定律,0
电场,磁,0
反射 (物理学),镜像 (几何),0
胡克定律,杠杆,0
电势,千克,0
干涉 (物理学),电磁辐射,0
参考系,质量,0
能级,电子,0
向量,力矩,0
运动 (物理学),勒萨吉重力理论,0
望远镜,质量,0
激光器,衍射,0
摩擦力,接触力,1
地球引力,位移,1
折射率,力,0
激光器,光,1
速率,万有引力定律,0
万有引力定律,距离,1
位移,刚度,0
非弹性碰撞,碰撞,1
衍射,物理学,1
电场,运动方程,0
非弹性碰撞,摩擦力,0
速度,平抛运动,0
反射 (物理学),衍射,0
散射,光,0
运动方程,位置向量,1
介电质,电场,1
温度,场 (物理),0
能量,勒萨吉重力理论,0
磁铁,电磁辐射,0
电场,发射光谱,0
散射,波,1
势能,机械能,0
导体,电磁辐射,0
位置向量,平抛运动,0
地球引力,势能,0
摩擦力,速率,0
波,折射,0
磁场,横波,0
摩擦力,介电质,0
发射光谱,温度,0
干涉 (物理学),波,1
绝缘体,电阻,0
发射光谱,电磁辐射,1
功,运动 (物理学),1
机械能,运动 (物理学),1
质量,势能,0
胡克定律,标量 (数学),0
动能,能量,1
弹性 (物理学),刚度,0
多普勒效应,速度,1
色散 (光学),物理学,1
静电学,势能,1
电子,波,0
功,力矩,0
硬度,能量,0
机械能,距离,1
位移,地球引力,0
激波,质量,0
斯涅尔定律,折射,1
望远镜放大倍数,反射 (物理学),0
机械能,碰撞,0
加速度,惯性参考系,0
磁,库仑定律,0
位置向量,地球引力,0
电子,赫兹,0
能量,动能,0
磁铁,千克,0
振幅,干涉 (物理学),0
距离,斯涅尔定律,0
音强,声音,1
振幅,斯涅尔定律,0
速率,正向力,0
标量 (数学),标量乘法,0
张力,力,1
声爆,多普勒效应,0
功,力,1
温度,动能,0
惠更斯－菲涅耳原理,振幅,1
电子,绝缘体,0
万有引力定律,重力加速度,0
干涉 (物理学),速度,0
频率,波,0
焦耳,电容,0
电势能,电子,0
速度,物理学,1
磁,指南针,0
引力,自由落体,0
折射率,电磁波谱,0
磁铁,电压,0
向量,距离,0
距离,惯性参考系,0
加速度,引力场,0
波,折射率,0
物理学,引力场,0
实像,虚像 (光学),0
虚像 (光学),长度,0
电势能,电容,0
加速度,运动方程,0
折射,温度,0
力,磁场,0
强度 (物理),距离,0
振幅,波,0
位置向量,运动方程,0
物理学,胡克定律,0
激光器,波长,0
加速度,胡克定律,0
波长,折射率,0
场 (物理),距离,0
光,斯涅尔定律,0
电磁辐射,发射光谱,0
摩擦力,长度,0
弹性碰撞,惯性参考系,0
焦耳,力,0
速度,自由落体,0
斯涅尔定律,色散 (光学),0
焦耳,欧姆,0
距离,万有引力定律,0
望远镜,波长,0
非弹性碰撞,力,1
动能,碰撞,0
物理学,引力,0
电流,运动方程,0
自由落体,引力,1
温度,电磁波谱,0
振幅,运动方程,0
电磁波谱,磁铁,1
折射,全内反射,0
距离,速度,0
位移,长度,0
光电效应,波,0
距离,引力场,0
电流,电动势,0
反射 (物理学),光的反射定律,0
加速度,速率,1
质量,动能,0
动能,质量,1
电势能,运动 (物理学),1
欧姆定律,电阻,0
多普勒效应,距离,1
光,电磁辐射,0
电势能,电场,1
力矩,物理学,1
赫兹,电磁波谱,0
运动 (物理学),运动方程,0
质量,引力场,0
电场,向量,0
功,距离,1
磁场,向量,0
波,距离,0
能量,激波,0
牛顿运动定律,物理学,1
实像,射线,0
万有引力定律,望远镜,0
杠杆,力,1
距离,相对速度,0
引力场,千克,0
位移,电势,0
物理学,电动势,0
驻波,能级,0
焦耳,米 (单位),0
磁铁,能量,0
断裂,蠕变,0
勒萨吉重力理论,引力,1
绝缘体,速度,0
惯性参考系,长度,0
强度 (物理),米 (单位),0
物理学,功,0
平抛运动,位移,1
非弹性碰撞,勒萨吉重力理论,0
能量,力,0
位置向量,静电学,0
场线,场 (物理),0
强度 (物理),动能,0
杠杆,力矩,0
向量,长度,0
色散 (光学),距离,0
导体,介电质,0
引力,平抛运动,0
质量,惯性参考系,0
干涉 (物理学),振幅,1
机械能,功,1
指南针,定向 (几何),0
金属疲劳,力,1
自由落体,质量,1
机械能,势能,1
向量,加速度,0
磁铁,电流,0
张力,速度,0
距离,机械能,0
磁铁,发射光谱,0
张力,长度,0
万有引力常数,距离,1
磁,速度,0
弹性 (物理学),场 (物理),0
功,质量,0
磁场,距离,0
电势能,位置向量,1
射线,几何光学,0
电磁波谱,物理学,1
物理学,动能,0
波,衍射,0
磁,米 (单位),0
运动 (物理学),斯涅尔定律,0
重力加速度,自由落体,0
速度,距离,1
波长,电磁波谱,0
波长,光,0
频率,驻波,0
几何光学,射线,1
蠕变,物理学,1
物理学,能级,0
介电质,磁铁,0
引力,勒萨吉重力理论,0
运动 (物理学),行星,0
电磁辐射,功率,0
电场,反射 (物理学),0
折射望远镜,望远镜,1
电子,电场,0
波,镜像 (几何),0
磁铁,电动势,0
力,距离,0
平抛运动,距离,1
欧姆,欧姆定律,0
速率,米 (单位),0
万有引力定律,力,1
库仑定律,静电学,0
非弹性碰撞,机械能,0
距离,折射率,0
物理学,惯性参考系,0
磁铁,力矩,0
物理学,自由落体,0
振幅,场 (物理),0
摩擦力,重力加速度,0
干涉 (物理学),米 (单位),0
振幅,位移,0
折射率,射线,0
距离,速率,0
镜像 (几何),几何光学,0
力,接触力,0
电流,介电质,0
折射,色散 (光学),0
波,振幅,0
镜像 (几何),波,1
引力场,物理学,1
势能,位移,1
机械能,动能,1
位置向量,速度,0
光学显微镜,光,1
质量,非弹性碰撞,0
折射率,距离,1
速率,加速度,0
电场,电磁波谱,0
虚像 (光学),镜像 (几何),0
张力,横波,0
场 (物理),库仑,0
电势,库仑,0
弹性碰撞,机械能,0
力,胡克定律,0
摩擦力,勒萨吉重力理论,0
物理学,金属疲劳,0
弹性 (物理学),距离,0
色散 (光学),几何光学,0
驻波,赫兹,0
磁铁,势能,0
光,激光器,0
速度,强度 (物理),0
电动势,电场,1
功,物理学,1
电磁辐射,力,1
能量,电势,0
速度,波长,0
引力,万有引力定律,0
温度,质量,0
波长,波,1
质量,长度,0
塑性变形,力,1
势能,静电学,0
指南针,力,0
发射光谱,物理学,1
牛顿运动定律,引力场,0
塑性变形,材料力学,0
电动势,功,0
磁场,波长,0
物理学,全内反射,0
电势,位置向量,1
强度 (物理),振幅,0
运动方程,距离,1
光的反射定律,全内反射,0
光,折射,0
激波,运动 (物理学),1
物理学,干涉 (物理学),0
电磁波谱,电子,1
机械能,向量,1
折射望远镜,物理学,1
加速度,向量,1
电动势,磁,0
电场,绝缘体,0
磁,磁铁,1
电磁辐射,波长,0
势能,库仑,0
振幅,电磁辐射,0
物理学,吸收光谱学,0
几何光学,光,1
力,万有引力定律,0
塑性变形,断裂,0
速率,赫兹,0
运动 (物理学),激波,0
电场,引力场,0
力,万有引力常数,0
金属疲劳,弹性 (物理学),1
光电效应,波长,0
弹性碰撞,相对速度,1
物理学,机械能,0
刚度,蠕变,0
弹性 (物理学),位移,0
振幅,音强,0
胡克定律,势能,0
电子,多普勒效应,0
电场,场线,0
几何光学,折射,0
斯涅尔定律,物理学,1
力,牛顿运动定律,0
波长,物理学,1
电场,米 (单位),0
电动势,电流,1
地球引力,重力加速度,0
驻波,激光器,0
望远镜,色散 (光学),0
发射光谱,电场,1
摩擦力,电阻,0
能量,库仑,0
电势能,物理学,1
物理学,功率,0
运动 (物理学),动能,0
物理学,强度 (物理),0
电磁辐射,散射,0
速率,力,0
胡克定律,位移,0
斯涅尔定律,距离,1
实像,光学显微镜,0
电流,导体,0
电流,场 (物理),0
机械能,力,1
功,向量,1
刚度,长度,0
质量,频率,0
位置向量,长度,0
质量,运动方程,0
接触力,物理学,1
勒萨吉重力理论,库仑,0
色散 (光学),颜色,1
驻波,波,1
磁铁,磁场,0
力,碰撞,0
能量,非弹性碰撞,0
温度,金属疲劳,0
相对速度,多普勒效应,0
物理学,折射望远镜,0
物理学,散射,0
加速度,质量,0
重力加速度,质量,1
电容,介电质,0
光的反射定律,反射 (物理学),1
能量,米 (单位),0
机械能,能级,0
介电质,场 (物理),1
电压,电容,0
电动势,库仑定律,1
杠杆,物理学,1
干涉 (物理学),波长,1
电势,物理学,1
电磁波谱,光,1
刚度,力,1
质量,勒萨吉重力理论,0
磁场,长度,0
物理学,速度,0
磁场,功,0
位置向量,重力加速度,0
折射率,斯涅尔定律,0
位移,加速度,0
弹性 (物理学),硬度,0
波,激波,0
引力,平抛运动,0
能量,强度 (物理),0
速率,斯涅尔定律,0
物理学,万有引力定律,0
波,折射率,0
电压,电动势,0
折射,折射率,0
能量,能级,0
动能,弹性碰撞,0
速率,平抛运动,0
反射 (物理学),镜像 (几何),0
波长,吸收光谱学,0
能量,功率,0
位置向量,功,0
波长,电磁波谱,0
频率,发射光谱,0
波,光的反射定律,0
光,全内反射,0
物理学,能级,0
磁铁,磁场,0
波,衍射,0
位移,自由落体,0
速率,勒萨吉重力理论,0
物理学,非弹性碰撞,0
磁铁,电磁辐射,0
速率,多普勒效应,0
速率,折射率,0
电流,磁场,0
力,重力加速度,0
物理学,自由落体,0
光,色散 (光学),0
物理学,多普勒效应,0
物理学,电动势,0
运动 (物理学),速率,0
射线,虚像 (光学),0
运动 (物理学),运动方程,0
力,接触力,0
频率,驻波,0
速度,加速度,0
电压,电容,0
物理学,声爆,0
物理学,电场,0
电压,欧姆定律,0
电场,电磁波谱,0
物理学,全内反射,0
运动 (物理学),斯涅尔定律,0
力,电势,0
物理学,弹性碰撞,0
场 (物理),电势能,0
速度,平抛运动,0
力,地球引力,0
物理学,强度 (物理),0
波长,多普勒效应,0
引力,重力加速度,0
能量,弹性碰撞,0
万有引力定律,引力场,0
向量,势能,0
频率,多普勒效应,0
库仑定律,电势,0
运动 (物理学),重力加速度,0
距离,位移,0
物理学,波,0
电流,导体,0
能量,吸收光谱学,0
能量,激波,0
光,斯涅尔定律,0
物理学,磁,0
物理学,重力加速度,0
物理学,引力,0
运动 (物理学),平抛运动,0
功,势能,0
磁铁,发射光谱,0
库仑定律,介电质,0
力,磁,0
波,声爆,0
力,蠕变,0
物理学,动能,0
电场,静电学,0
波长,散射,0
运动 (物理学),电势,0
运动 (物理学),静电学,0
磁场,发射光谱,0
光,光电效应,0
距离,弹性碰撞,0
杠杆,力矩,0
物理学,张力,0
万有引力定律,万有引力常数,0
光,光的反射定律,0
光,射线,0
波,全内反射,0
反射 (物理学),全内反射,0
物理学,镜像 (几何),0
运动 (物理学),地球引力,0
位置向量,位移,0
功率,强度 (物理),0
物理学,磁场,0
磁场,电动势,0
能量,电磁辐射,0
物理学,正向力,0
能量,介电质,0
质量,引力场,0
物理学,介电质,0
电压,电压表,0
质量,非弹性碰撞,0
库仑定律,电磁波谱,0
相对速度,多普勒效应,0
波长,斯涅尔定律,0
物理学,音强,0
标量 (数学),标量乘法,0
振幅,驻波,0
折射,折射望远镜,0
电流,发射光谱,0
欧姆定律,电阻,0
质量,勒萨吉重力理论,0
力,正向力,0
力,运动方程,0
物理学,摩擦力,0
位移,重力加速度,0
折射,全内反射,0
物理学,万有引力常数,0
波,多普勒效应,0
重力加速度,自由落体,0
物理学,横波,0
磁场,电磁辐射,0
速率,惯性参考系,0
位置向量,机械能,0
物理学,力,0
力,引力,0
声音,声爆,0
物理学,能量,0
距离,引力场,0
力,材料力学,0
能量,电势能,0
向量,平抛运动,0
相速度,色散 (光学),0
物理学,地球引力,0
频率,干涉 (物理学),0
力,勒萨吉重力理论,0
力,强度 (物理),0
速度,相对速度,0
长度,胡克定律,0
磁场,电磁波谱,0
能量,势能,0
向量,静电学,0
电势能,静电学,0
库仑定律,静电学,0
向量,重力加速度,0
运动 (物理学),加速度,0
电场,电磁辐射,0
向量,地球引力,0
波,斯涅尔定律,0
物理学,位移,0
波,折射望远镜,0
向量,位置向量,0
物理学,波峰,0
物理学,惯性参考系,0
颜色,色素,0
力,电势能,0
碰撞,弹性碰撞,0
波长,发射光谱,0
射线,斯涅尔定律,0
力,摩擦力,0
波,传输介质,0
物理学,功率,0
力,电动势,0
距离,速率,0
波,电磁波谱,0
物理学,速率,0
能量,静电学,0
磁铁,电动势,0
功,静电学,0
库仑定律,电场,0
物理学,激波,0
物理学,光的反射定律,0
力,电磁波谱,0
位置向量,平抛运动,0
位移,机械能,0
电磁辐射,电磁波谱,0
能量,电动势,0
场 (物理),发射光谱,0
力,静电学,0
射线,光的反射定律,0
位移,运动方程,0
物理学,相对速度,0
向量,自由落体,0
运动 (物理学),自由落体,0
物理学,加速度,0
物理学,散射,0
波,折射,0
物理学,反射 (物理学),0
弹性 (物理学),胡克定律,0
运动 (物理学),参考系,0
力,弹性 (物理学),0
频率,吸收光谱学,0
速度,运动方程,0
位移,电势能,0
电流,电磁波谱,0
距离,相对速度,0
物理学,导体,0
电子,发射光谱,0
波,横波,0
运动 (物理学),位移,0
物理学,电磁辐射,0
动能,非弹性碰撞,0
力,硬度,0
速率,相对速度,0
波,反射 (物理学),0
物理学,胡克定律,0
位置向量,静电学,0
能量,发射光谱,0
速度,地球引力,0
速度,自由落体,0
物理学,机械能,0
物理学,平抛运动,0
库仑定律,电磁辐射,0
电流,电磁辐射,0
速率,重力加速度,0
运动 (物理学),牛顿运动定律,0
距离,惯性参考系,0
物理学,光电效应,0
绝缘体,介电质,0
物理学,势能,0
位移,电势,0
场 (物理),电磁波谱,0
运动 (物理学),勒萨吉重力理论,0
电荷,电容,0
能量,电场,0
能量,电磁波谱,0
电场,电势,0
力,发射光谱,0
向量,电势,0
力,引力场,0
加速度,重力加速度,0
势能,电势,0
物理学,材料力学,0
速度,机械能,0
场 (物理),电动势,0
场 (物理),电磁辐射,0
速率,弹性碰撞,0
运动 (物理学),相对速度,0
力,自由落体,0
引力,引力场,0
断裂,材料力学,0
库仑定律,电势能,0
向量,电势能,0
电势能,电势,0
质量,地球引力,0
距离,加速度,0
波,波峰,0
向量,位移,0
物理学,刚度,0
物理学,碰撞,0
速率,激波,0
速率,运动方程,0
波,色散 (光学),0
力,牛顿运动定律,0
接触力,正向力,0
位移,静电学,0
距离,自由落体,0
物理学,静电学,0
运动 (物理学),多普勒效应,0
速率,地球引力,0
材料力学,硬度,0
物理学,折射率,0
速率,自由落体,0
频率,赫兹,0
力,势能,0
物理学,质量,0
断裂,硬度,0
频率,电磁波谱,0
运动 (物理学),弹性碰撞,0
场 (物理),电场,0
位置向量,势能,0
运动 (物理学),势能,0
物理学,传输介质,0
能量,非弹性碰撞,0
距离,地球引力,0
力,胡克定律,0
光,反射 (物理学),0
能量,电势,0
速度,弹性碰撞,0
质量,机械能,0
电流,绝缘体,0
力,平抛运动,0
力,力矩,0
距离,电势能,0
加速度,平抛运动,0
波长,驻波,0
吸收光谱学,电磁波谱,0
能量,机械能,0
运动 (物理学),折射率,0
电流,介电质,0
位置向量,自由落体,0
电子,电磁辐射,0
力,加速度,0
塑性变形,硬度,0
势能,电势能,0
物理学,驻波,0
强度 (物理),音强,0
距离,勒萨吉重力理论,0
弹性 (物理学),材料力学,0
距离,重力加速度,0
力,弹性碰撞,0
场 (物理),电势,0
力,磁场,0
位移,功,0
加速度,自由落体,0
能量,功,0
波,发射光谱,0
加速度,地球引力,0
光,虚像 (光学),0
场 (物理),静电学,0
速度,重力加速度,0
向量,运动方程,0
运动 (物理学),惯性参考系,0
物理学,折射,0
物理学,勒萨吉重力理论,0
光,镜像 (几何),0
力,音强,0
物理学,硬度,0
物理学,运动 (物理学),0
波,吸收光谱学,0
距离,势能,0
功,电势,0
质量,弹性碰撞,0
加速度,运动方程,0
物理学,吸收光谱学,0
能量,光电效应,0
功率,音强,0
库仑定律,发射光谱,0
物理学,干涉 (物理学),0
距离,静电学,0
位置向量,地球引力,0
位置向量,加速度,0
距离,激波,0
物理学,塑性变形,0
功,电势能,0
电流,电阻,0
场 (物理),磁场,0
物理学,弹性 (物理学),0
力,万有引力常数,0
物理学,运动方程,0
能量,音强,0
距离,电势,0
物理学,参考系,0
引力,万有引力常数,0
塑性变形,材料力学,0
引力,万有引力定律,0
电子,光电效应,0
电压,电阻,0
运动 (物理学),速度,0
物理学,金属疲劳,0
能级,发射光谱,0
场 (物理),引力场,0
力,碰撞,0
力,功率,0
干涉 (物理学),驻波,0
接触力,摩擦力,0
位移,地球引力,0
光,激光器,0
距离,万有引力定律,0
碰撞,非弹性碰撞,0
物理学,衍射,0
位置向量,运动方程,0
电场,介电质,0
波,散射,0
波,干涉 (物理学),0
电磁辐射,发射光谱,0
运动 (物理学),功,0
运动 (物理学),机械能,0
能量,动能,0
速度,多普勒效应,0
物理学,色散 (光学),0
势能,静电学,0
距离,机械能,0
折射,斯涅尔定律,0
声音,音强,0
力,张力,0
力,功,0
振幅,惠更斯－菲涅耳原理,0
物理学,速度,0
力,非弹性碰撞,0
引力,自由落体,0
磁铁,电磁波谱,0
速率,加速度,0
质量,动能,0
运动 (物理学),电势能,0
距离,多普勒效应,0
电场,电势能,0
物理学,力矩,0
距离,功,0
物理学,牛顿运动定律,0
力,杠杆,0
引力,勒萨吉重力理论,0
位移,平抛运动,0
振幅,干涉 (物理学),0
功,机械能,0
力,金属疲劳,0
质量,自由落体,0
势能,机械能,0
距离,万有引力常数,0
位置向量,电势能,0
物理学,电磁波谱,0
距离,速度,0
射线,几何光学,0
物理学,蠕变,0
望远镜,折射望远镜,0
距离,平抛运动,0
力,万有引力定律,0
波,镜像 (几何),0
物理学,引力场,0
位移,势能,0
动能,机械能,0
光,光学显微镜,0
距离,折射率,0
电场,电动势,0
物理学,功,0
力,电磁辐射,0
波,波长,0
力,塑性变形,0
物理学,发射光谱,0
位置向量,电势,0
距离,运动方程,0
运动 (物理学),激波,0
电子,电磁波谱,0
向量,机械能,0
物理学,折射望远镜,0
向量,加速度,0
磁铁,磁,0
光,几何光学,0
弹性 (物理学),金属疲劳,0
相对速度,弹性碰撞,0
物理学,斯涅尔定律,0
物理学,波长,0
电流,电动势,0
电场,发射光谱,0
物理学,电势能,0
距离,斯涅尔定律,0
力,机械能,0
向量,功,0
物理学,接触力,0
颜色,色散 (光学),0
波,驻波,0
质量,重力加速度,0
反射 (物理学),光的反射定律,0
场 (物理),介电质,0
库仑定律,电动势,0
物理学,杠杆,0
波长,干涉 (物理学),0
物理学,电势,0
光,电磁波谱,0
力,刚度,0
重力加速度,向量,1
斯涅尔定律,波,1
斯涅尔定律,折射,1
斯涅尔定律,速率,1
斯涅尔定律,物理学,1
斯涅尔定律,运动 (物理学),1
斯涅尔定律,距离,1
加速度,距离,1
加速度,位置向量,1
加速度,物理学,1
加速度,运动 (物理学),1
加速度,向量,1
硬度,力,1
硬度,物理学,1
激波,物理学,1
平抛运动,物理学,1
平抛运动,力,1
强度 (物理),物理学,1
斯涅尔定律,运动 (物理学),1
斯涅尔定律,距离,1
斯涅尔定律,物理学,1
折射率,物理学,1
折射率,波,1
折射率,物理学,1
能级,物理学,1
弹性碰撞,物理学,1
弹性碰撞,能量,1
弹性碰撞,质量,1
平抛运动,运动 (物理学),1
平抛运动,距离,1
平抛运动,物理学,1
镜像 (几何),物理学,1
镜像 (几何),波,1
镜像 (几何),光,1
吸收光谱学,波,1
吸收光谱学,物理学,1
功率,物理学,1
功,向量,1
电磁波谱,波,1
电磁波谱,物理学,1
光的反射定律,物理学,1
衍射,物理学,1
自由落体,距离,1
自由落体,位置向量,1
自由落体,物理学,1
自由落体,运动 (物理学),1
自由落体,向量,1
勒萨吉重力理论,运动 (物理学),1
勒萨吉重力理论,距离,1
勒萨吉重力理论,物理学,1
多普勒效应,运动 (物理学),1
多普勒效应,距离,1
多普勒效应,物理学,1
折射率,运动 (物理学),1
折射率,距离,1
折射率,物理学,1
重力加速度,物理学,1
速率,物理学,1
虚像 (光学),光,1
运动方程,物理学,1
接触力,物理学,1
加速度,运动 (物理学),1
加速度,物理学,1
加速度,距离,1
电磁波谱,物理学,1
电磁波谱,库仑定律,1
电磁波谱,能量,1
电磁波谱,场 (物理),1
斯涅尔定律,物理学,1
电势,物理学,1
平抛运动,运动 (物理学),1
平抛运动,物理学,1
平抛运动,距离,1
地球引力,物理学,1
多普勒效应,波,1
多普勒效应,物理学,1
重力加速度,物理学,1
重力加速度,力,1
弹性碰撞,物理学,1
引力场,物理学,1
引力场,引力,1
引力场,距离,1
引力场,力,1
重力加速度,物理学,1
吸收光谱学,物理学,1
激波,物理学,1
平抛运动,物理学,1
势能,位置向量,1
势能,位移,1
势能,能量,1
势能,运动 (物理学),1
势能,力,1
势能,距离,1
势能,物理学,1
势能,向量,1
磁,物理学,1
声爆,物理学,1
蠕变,物理学,1
静电学,物理学,1
静电学,库仑定律,1
静电学,能量,1
静电学,场 (物理),1
散射,波,1
散射,物理学,1
电势,物理学,1
静电学,物理学,1
发射光谱,磁铁,1
发射光谱,电流,1
发射光谱,物理学,1
发射光谱,力,1
发射光谱,场 (物理),1
力矩,力,1
力矩,物理学,1
万有引力常数,物理学,1
万有引力常数,引力,1
万有引力常数,距离,1
万有引力常数,力,1
全内反射,物理学,1
全内反射,物理学,1
全内反射,波,1
全内反射,光,1
地球引力,物理学,1
位移,向量,1
强度 (物理),能量,1
强度 (物理),物理学,1
强度 (物理),力,1
电动势,磁铁,1
电动势,电流,1
电动势,物理学,1
电动势,力,1
电动势,场 (物理),1
电磁辐射,物理学,1
介电质,物理学,1
引力场,物理学,1
非弹性碰撞,物理学,1
多普勒效应,速度,1
多普勒效应,物理学,1
多普勒效应,距离,1
多普勒效应,速率,1
多普勒效应,运动 (物理学),1
斯涅尔定律,波,1
斯涅尔定律,物理学,1
折射望远镜,波,1
折射望远镜,物理学,1
电阻,电压,1
勒萨吉重力理论,物理学,1
正向力,物理学,1
运动方程,物理学,1
重力加速度,距离,1
重力加速度,位置向量,1
重力加速度,物理学,1
重力加速度,运动 (物理学),1
重力加速度,向量,1
全内反射,波,1
全内反射,物理学,1
多普勒效应,物理学,1
自由落体,位置向量,1
自由落体,力,1
自由落体,引力,1
自由落体,运动 (物理学),1
自由落体,物理学,1
自由落体,位移,1
自由落体,向量,1
自由落体,速率,1
自由落体,加速度,1
自由落体,距离,1
自由落体,速度,1
自由落体,质量,1
电磁辐射,磁铁,1
电磁辐射,电流,1
电磁辐射,物理学,1
电磁辐射,力,1
电磁辐射,场 (物理),1
惯性参考系,运动 (物理学),1
惯性参考系,距离,1
惯性参考系,物理学,1
机械能,向量,1
引力,物理学,1
材料力学,物理学,1
电势能,物理学,1
勒萨吉重力理论,物理学,1
强度 (物理),物理学,1
相对速度,运动 (物理学),1
相对速度,物理学,1
相对速度,距离,1
电磁波谱,磁铁,1
电磁波谱,电流,1
电磁波谱,物理学,1
电磁波谱,力,1
电磁波谱,场 (物理),1
势能,物理学,1
静电学,场 (物理),1
静电学,能量,1
静电学,力,1
静电学,位移,1
静电学,库仑定律,1
静电学,向量,1
静电学,距离,1
静电学,势能,1
静电学,功,1
静电学,运动 (物理学),1
静电学,电场,1
静电学,位置向量,1
静电学,物理学,1
加速度,物理学,1
电磁辐射,物理学,1
电磁辐射,库仑定律,1
电磁辐射,能量,1
电磁辐射,场 (物理),1
斯涅尔定律,物理学,1
折射望远镜,物理学,1
电势能,物理学,1
弹性碰撞,物理学,1
弹性碰撞,力,1
发射光谱,波,1
发射光谱,物理学,1
斯涅尔定律,光,1
摩擦力,物理学,1
传输介质,物理学,1
电动势,物理学,1
电磁波谱,物理学,1
静电学,物理学,1
静电学,位置向量,1
静电学,位移,1
静电学,能量,1
静电学,运动 (物理学),1
静电学,力,1
静电学,距离,1
